"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000096.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.269 -0.9631"	"dimensionless"	"Unit Vector"	"direct"	"4.15 70.01 0.0"	"micron"	"direct"	"19.375"	"micron^2"	"direct"	"4.9675"	"micron"	"direct"	"5.48525"	"micron"	"direct"	"5.131"	"micron"	"direct"	"21.1065"	"micron"	"direct"	"2.48375"	"micron"	"direct"	"0.93541771"	"dimensionless"	"direct"	"0.54653645"	"dimensionless"	"direct"	"0.35354449"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000096.xml"
"MCDS_S_0000000096.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.8729 0.4879"	"dimensionless"	"Unit Vector"	"direct"	"8.01 42.51 0.0"	"micron"	"direct"	"82.25"	"micron^2"	"direct"	"10.2345"	"micron"	"direct"	"13.68975"	"micron"	"direct"	"7.718"	"micron"	"direct"	"36.092"	"micron"	"direct"	"5.11725"	"micron"	"direct"	"0.56377947"	"dimensionless"	"direct"	"0.79345787"	"dimensionless"	"direct"	"0.82592537"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000096.xml"
"MCDS_S_0000000096.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.5832 -0.8123"	"dimensionless"	"Unit Vector"	"direct"	"7.84 57.97 0.0"	"micron"	"direct"	"45.375"	"micron^2"	"direct"	"7.6015"	"micron"	"direct"	"8.57975"	"micron"	"direct"	"6.853"	"micron"	"direct"	"25.324"	"micron"	"direct"	"3.80075"	"micron"	"direct"	"0.79874122"	"dimensionless"	"direct"	"0.8891231"	"dimensionless"	"direct"	"0.60167471"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000096.xml"
"MCDS_S_0000000096.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.8258 -0.5639"	"dimensionless"	"Unit Vector"	"direct"	"6.23 145.49 0.0"	"micron"	"direct"	"19.625"	"micron^2"	"direct"	"4.999"	"micron"	"direct"	"7.43675"	"micron"	"direct"	"3.50225"	"micron"	"direct"	"18.46025"	"micron"	"direct"	"2.4995"	"micron"	"direct"	"0.47093825"	"dimensionless"	"direct"	"0.72367634"	"dimensionless"	"direct"	"0.88216618"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000096.xml"
"MCDS_S_0000000096.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.7732 -0.6342"	"dimensionless"	"Unit Vector"	"direct"	"7.08 165.28 0.0"	"micron"	"direct"	"23.0625"	"micron^2"	"direct"	"5.4195"	"micron"	"direct"	"8.40025"	"micron"	"direct"	"3.63325"	"micron"	"direct"	"20.6065"	"micron"	"direct"	"2.70975"	"micron"	"direct"	"0.43251689"	"dimensionless"	"direct"	"0.68250805"	"dimensionless"	"direct"	"0.90162583"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000096.xml"
"MCDS_S_0000000096.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.9579 0.287"	"dimensionless"	"Unit Vector"	"direct"	"6.51 128.94 0.0"	"micron"	"direct"	"17.25"	"micron^2"	"direct"	"4.687"	"micron"	"direct"	"5.65725"	"micron"	"direct"	"3.94675"	"micron"	"direct"	"15.9245"	"micron"	"direct"	"2.3435"	"micron"	"direct"	"0.69764462"	"dimensionless"	"direct"	"0.85480559"	"dimensionless"	"direct"	"0.71644399"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000096.xml"
"MCDS_S_0000000096.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.6806 -0.7326"	"dimensionless"	"Unit Vector"	"direct"	"11.67 152.84 0.0"	"micron"	"direct"	"40.75"	"micron^2"	"direct"	"7.204"	"micron"	"direct"	"13.89725"	"micron"	"direct"	"4.07075"	"micron"	"direct"	"34.731"	"micron"	"direct"	"3.602"	"micron"	"direct"	"0.29291766"	"dimensionless"	"direct"	"0.42452464"	"dimensionless"	"direct"	"0.95613767"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000096.xml"
"MCDS_S_0000000096.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.971 -0.239"	"dimensionless"	"Unit Vector"	"direct"	"10.34 88.25 0.0"	"micron"	"direct"	"55.6875"	"micron^2"	"direct"	"8.421"	"micron"	"direct"	"9.3865"	"micron"	"direct"	"7.61625"	"micron"	"direct"	"29.02075"	"micron"	"direct"	"4.2105"	"micron"	"direct"	"0.81140468"	"dimensionless"	"direct"	"0.83090299"	"dimensionless"	"direct"	"0.58448477"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000096.xml"
"MCDS_S_0000000096.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.6569 -0.7539"	"dimensionless"	"Unit Vector"	"direct"	"12.04 53.88 0.0"	"micron"	"direct"	"34.5"	"micron^2"	"direct"	"6.6285"	"micron"	"direct"	"7.656"	"micron"	"direct"	"5.898"	"micron"	"direct"	"22.2635"	"micron"	"direct"	"3.31425"	"micron"	"direct"	"0.77037618"	"dimensionless"	"direct"	"0.87466567"	"dimensionless"	"direct"	"0.63758964"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000096.xml"
"MCDS_S_0000000096.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.894 0.448"	"dimensionless"	"Unit Vector"	"direct"	"14.35 17.09 0.0"	"micron"	"direct"	"15.5"	"micron^2"	"direct"	"4.443"	"micron"	"direct"	"7.0375"	"micron"	"direct"	"3.11425"	"micron"	"direct"	"18.48525"	"micron"	"direct"	"2.2215"	"micron"	"direct"	"0.4425222"	"dimensionless"	"direct"	"0.57002107"	"dimensionless"	"direct"	"0.89675755"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000096.xml"
