"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000256.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.5132 0.8583"	"dimensionless"	"Unit Vector"	"direct"	"3.19 12.09 0.0"	"micron"	"direct"	"29.3125"	"micron^2"	"direct"	"6.1095"	"micron"	"direct"	"7.6025"	"micron"	"direct"	"4.95"	"micron"	"direct"	"20.63175"	"micron"	"direct"	"3.05475"	"micron"	"direct"	"0.65110161"	"dimensionless"	"direct"	"0.86534759"	"dimensionless"	"direct"	"0.75899057"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000256.xml"
"MCDS_S_0000000256.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.7923 -0.6102"	"dimensionless"	"Unit Vector"	"direct"	"2.42 72.95 0.0"	"micron"	"direct"	"24.875"	"micron^2"	"direct"	"5.6285"	"micron"	"direct"	"7.6415"	"micron"	"direct"	"4.86475"	"micron"	"direct"	"24.49425"	"micron"	"direct"	"2.81425"	"micron"	"direct"	"0.63662239"	"dimensionless"	"direct"	"0.52100832"	"dimensionless"	"direct"	"0.77117568"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000256.xml"
"MCDS_S_0000000256.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.6467 -0.7627"	"dimensionless"	"Unit Vector"	"direct"	"2.6 215.98 0.0"	"micron"	"direct"	"21.0625"	"micron^2"	"direct"	"5.179"	"micron"	"direct"	"7.76375"	"micron"	"direct"	"3.61375"	"micron"	"direct"	"19.3995"	"micron"	"direct"	"2.5895"	"micron"	"direct"	"0.4654645"	"dimensionless"	"direct"	"0.70329691"	"dimensionless"	"direct"	"0.88506655"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000256.xml"
"MCDS_S_0000000256.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.452 -0.892"	"dimensionless"	"Unit Vector"	"direct"	"2.78 264.12 0.0"	"micron"	"direct"	"23.375"	"micron^2"	"direct"	"5.456"	"micron"	"direct"	"7.12075"	"micron"	"direct"	"4.266"	"micron"	"direct"	"18.7175"	"micron"	"direct"	"2.728"	"micron"	"direct"	"0.5990942"	"dimensionless"	"direct"	"0.83842805"	"dimensionless"	"direct"	"0.80067855"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000256.xml"
"MCDS_S_0000000256.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.306 0.952"	"dimensionless"	"Unit Vector"	"direct"	"3.01 64.05 0.0"	"micron"	"direct"	"31.5625"	"micron^2"	"direct"	"6.34"	"micron"	"direct"	"6.92775"	"micron"	"direct"	"5.9885"	"micron"	"direct"	"21.1925"	"micron"	"direct"	"3.17"	"micron"	"direct"	"0.86442207"	"dimensionless"	"direct"	"0.88311422"	"dimensionless"	"direct"	"0.50276683"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000256.xml"
"MCDS_S_0000000256.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.7772 -0.6292"	"dimensionless"	"Unit Vector"	"direct"	"6.93 107.84 0.0"	"micron"	"direct"	"148.3125"	"micron^2"	"direct"	"13.743"	"micron"	"direct"	"18.12525"	"micron"	"direct"	"11.0865"	"micron"	"direct"	"53.404"	"micron"	"direct"	"6.8715"	"micron"	"direct"	"0.61166053"	"dimensionless"	"direct"	"0.65349165"	"dimensionless"	"direct"	"0.79112034"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000256.xml"
"MCDS_S_0000000256.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.9992 0.041"	"dimensionless"	"Unit Vector"	"direct"	"1.41 173.01 0.0"	"micron"	"direct"	"13.8125"	"micron^2"	"direct"	"4.194"	"micron"	"direct"	"6.65975"	"micron"	"direct"	"2.89425"	"micron"	"direct"	"16.27825"	"micron"	"direct"	"2.097"	"micron"	"direct"	"0.43458839"	"dimensionless"	"direct"	"0.65503835"	"dimensionless"	"direct"	"0.90062919"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000256.xml"
"MCDS_S_0000000256.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.9363 -0.3511"	"dimensionless"	"Unit Vector"	"direct"	"2.19 222.87 0.0"	"micron"	"direct"	"20.8125"	"micron^2"	"direct"	"5.148"	"micron"	"direct"	"7.66325"	"micron"	"direct"	"3.546"	"micron"	"direct"	"18.83875"	"micron"	"direct"	"2.574"	"micron"	"direct"	"0.46272795"	"dimensionless"	"direct"	"0.7369363"	"dimensionless"	"direct"	"0.88650033"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000256.xml"
"MCDS_S_0000000256.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.5 -0.866"	"dimensionless"	"Unit Vector"	"direct"	"4.42 165.57 0.0"	"micron"	"direct"	"39.4375"	"micron^2"	"direct"	"7.087"	"micron"	"direct"	"8.7355"	"micron"	"direct"	"5.85225"	"micron"	"direct"	"24.46025"	"micron"	"direct"	"3.5435"	"micron"	"direct"	"0.66993876"	"dimensionless"	"direct"	"0.82831868"	"dimensionless"	"direct"	"0.74241637"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000256.xml"
"MCDS_S_0000000256.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.9959 0.091"	"dimensionless"	"Unit Vector"	"direct"	"2.27 184.17 0.0"	"micron"	"direct"	"33.8125"	"micron^2"	"direct"	"6.562"	"micron"	"direct"	"9.8125"	"micron"	"direct"	"4.66125"	"micron"	"direct"	"24.77825"	"micron"	"direct"	"3.281"	"micron"	"direct"	"0.47503185"	"dimensionless"	"direct"	"0.69206341"	"dimensionless"	"direct"	"0.8799686"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000256.xml"
