"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000305.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.9773 -0.2121"	"dimensionless"	"Unit Vector"	"direct"	"2.86 14.81 0.0"	"micron"	"direct"	"36.625"	"micron^2"	"direct"	"6.8295"	"micron"	"direct"	"8.72625"	"micron"	"direct"	"5.797"	"micron"	"direct"	"29.821"	"micron"	"direct"	"3.41475"	"micron"	"direct"	"0.66431743"	"dimensionless"	"direct"	"0.51753901"	"dimensionless"	"direct"	"0.74745057"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000305.xml"
"MCDS_S_0000000305.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.9205 -0.3908"	"dimensionless"	"Unit Vector"	"direct"	"2.83 106.45 0.0"	"micron"	"direct"	"32.25"	"micron^2"	"direct"	"6.4085"	"micron"	"direct"	"10.1255"	"micron"	"direct"	"4.61525"	"micron"	"direct"	"30.6065"	"micron"	"direct"	"3.20425"	"micron"	"direct"	"0.45580465"	"dimensionless"	"direct"	"0.43262563"	"dimensionless"	"direct"	"0.89007984"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000305.xml"
"MCDS_S_0000000305.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.338 -0.9411"	"dimensionless"	"Unit Vector"	"direct"	"3.68 217.76 0.0"	"micron"	"direct"	"17.9375"	"micron^2"	"direct"	"4.7795"	"micron"	"direct"	"6.378"	"micron"	"direct"	"4.25675"	"micron"	"direct"	"23.26925"	"micron"	"direct"	"2.38975"	"micron"	"direct"	"0.66741141"	"dimensionless"	"direct"	"0.41630057"	"dimensionless"	"direct"	"0.7446892"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000305.xml"
"MCDS_S_0000000305.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.9352 -0.3541"	"dimensionless"	"Unit Vector"	"direct"	"5.91 185.2 0.0"	"micron"	"direct"	"52.1875"	"micron^2"	"direct"	"8.1525"	"micron"	"direct"	"9.49475"	"micron"	"direct"	"7.15675"	"micron"	"direct"	"29.228"	"micron"	"direct"	"4.07625"	"micron"	"direct"	"0.75375866"	"dimensionless"	"direct"	"0.76767635"	"dimensionless"	"direct"	"0.65715134"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000305.xml"
"MCDS_S_0000000305.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.9653 0.2611"	"dimensionless"	"Unit Vector"	"direct"	"7.35 77.53 0.0"	"micron"	"direct"	"64.5"	"micron^2"	"direct"	"9.063"	"micron"	"direct"	"11.69925"	"micron"	"direct"	"7.23075"	"micron"	"direct"	"34.969"	"micron"	"direct"	"4.5315"	"micron"	"direct"	"0.61805244"	"dimensionless"	"direct"	"0.66283152"	"dimensionless"	"direct"	"0.78613687"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000305.xml"
"MCDS_S_0000000305.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.4809 -0.8768"	"dimensionless"	"Unit Vector"	"direct"	"9.92 192.64 0.0"	"micron"	"direct"	"51.25"	"micron^2"	"direct"	"8.0785"	"micron"	"direct"	"9.77125"	"micron"	"direct"	"6.792"	"micron"	"direct"	"29.27975"	"micron"	"direct"	"4.03925"	"micron"	"direct"	"0.69510042"	"dimensionless"	"direct"	"0.75122322"	"dimensionless"	"direct"	"0.71891265"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000305.xml"
"MCDS_S_0000000305.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.3688 -0.9295"	"dimensionless"	"Unit Vector"	"direct"	"10.99 225.77 0.0"	"micron"	"direct"	"46.6875"	"micron^2"	"direct"	"7.7105"	"micron"	"direct"	"9.71575"	"micron"	"direct"	"7.461"	"micron"	"direct"	"34.6495"	"micron"	"direct"	"3.85525"	"micron"	"direct"	"0.76792836"	"dimensionless"	"direct"	"0.48867097"	"dimensionless"	"direct"	"0.64053574"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000305.xml"
"MCDS_S_0000000305.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.9229 -0.385"	"dimensionless"	"Unit Vector"	"direct"	"9.57 243.85 0.0"	"micron"	"direct"	"48.3125"	"micron^2"	"direct"	"7.844"	"micron"	"direct"	"11.0625"	"micron"	"direct"	"6.50875"	"micron"	"direct"	"40.16"	"micron"	"direct"	"3.922"	"micron"	"direct"	"0.58836158"	"dimensionless"	"direct"	"0.37642804"	"dimensionless"	"direct"	"0.80859795"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000305.xml"
"MCDS_S_0000000305.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.8761 -0.4821"	"dimensionless"	"Unit Vector"	"direct"	"10.51 22.94 0.0"	"micron"	"direct"	"90.4375"	"micron^2"	"direct"	"10.7315"	"micron"	"direct"	"13.442"	"micron"	"direct"	"8.70975"	"micron"	"direct"	"40.52225"	"micron"	"direct"	"5.36575"	"micron"	"direct"	"0.64795045"	"dimensionless"	"direct"	"0.69210392"	"dimensionless"	"direct"	"0.76168249"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000305.xml"
"MCDS_S_0000000305.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.859 -0.512"	"dimensionless"	"Unit Vector"	"direct"	"10.34 52.72 0.0"	"micron"	"direct"	"83.8125"	"micron^2"	"direct"	"10.331"	"micron"	"direct"	"14.77"	"micron"	"direct"	"8.31325"	"micron"	"direct"	"53.77225"	"micron"	"direct"	"5.1655"	"micron"	"direct"	"0.56284699"	"dimensionless"	"direct"	"0.36425225"	"dimensionless"	"direct"	"0.82656111"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000305.xml"
