"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000120.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.9333 -0.3591"	"dimensionless"	"Unit Vector"	"direct"	"2.31 6.1 0.0"	"micron"	"direct"	"21.875"	"micron^2"	"direct"	"5.278"	"micron"	"direct"	"10.706"	"micron"	"direct"	"3.19625"	"micron"	"direct"	"24.753"	"micron"	"direct"	"2.639"	"micron"	"direct"	"0.29854754"	"dimensionless"	"direct"	"0.44864439"	"dimensionless"	"direct"	"0.95439476"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000120.xml"
"MCDS_S_0000000120.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.9804 0.1971"	"dimensionless"	"Unit Vector"	"direct"	"3.28 23.84 0.0"	"micron"	"direct"	"48.4375"	"micron^2"	"direct"	"7.854"	"micron"	"direct"	"12.91625"	"micron"	"direct"	"6.047"	"micron"	"direct"	"44.324"	"micron"	"direct"	"3.927"	"micron"	"direct"	"0.46816994"	"dimensionless"	"direct"	"0.30982303"	"dimensionless"	"direct"	"0.88363845"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000120.xml"
"MCDS_S_0000000120.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.517 0.856"	"dimensionless"	"Unit Vector"	"direct"	"3.05 124.97 0.0"	"micron"	"direct"	"19.625"	"micron^2"	"direct"	"4.999"	"micron"	"direct"	"5.7765"	"micron"	"direct"	"4.501"	"micron"	"direct"	"17.2175"	"micron"	"direct"	"2.4995"	"micron"	"direct"	"0.77919155"	"dimensionless"	"direct"	"0.83191575"	"dimensionless"	"direct"	"0.62678587"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000120.xml"
"MCDS_S_0000000120.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.9195 -0.3932"	"dimensionless"	"Unit Vector"	"direct"	"2.39 198.87 0.0"	"micron"	"direct"	"19.0625"	"micron^2"	"direct"	"4.927"	"micron"	"direct"	"8.18875"	"micron"	"direct"	"3.03625"	"micron"	"direct"	"19.1925"	"micron"	"direct"	"2.4635"	"micron"	"direct"	"0.37078309"	"dimensionless"	"direct"	"0.65031927"	"dimensionless"	"direct"	"0.9287195"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000120.xml"
"MCDS_S_0000000120.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.5019 0.8649"	"dimensionless"	"Unit Vector"	"direct"	"3.16 210.53 0.0"	"micron"	"direct"	"27.0625"	"micron^2"	"direct"	"5.8705"	"micron"	"direct"	"6.47425"	"micron"	"direct"	"5.76725"	"micron"	"direct"	"22.81375"	"micron"	"direct"	"2.93525"	"micron"	"direct"	"0.89079816"	"dimensionless"	"direct"	"0.65340796"	"dimensionless"	"direct"	"0.4543992"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000120.xml"
"MCDS_S_0000000120.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.9955 -0.095"	"dimensionless"	"Unit Vector"	"direct"	"1.46 279.67 0.0"	"micron"	"direct"	"17.1875"	"micron^2"	"direct"	"4.6785"	"micron"	"direct"	"12.469"	"micron"	"direct"	"1.909"	"micron"	"direct"	"24.74275"	"micron"	"direct"	"2.33925"	"micron"	"direct"	"0.15309969"	"dimensionless"	"direct"	"0.35279843"	"dimensionless"	"direct"	"0.98821075"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000120.xml"
"MCDS_S_0000000120.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.9894 -0.1451"	"dimensionless"	"Unit Vector"	"direct"	"1.43 303.78 0.0"	"micron"	"direct"	"14.8125"	"micron^2"	"direct"	"4.343"	"micron"	"direct"	"8.958"	"micron"	"direct"	"2.25875"	"micron"	"direct"	"19.44975"	"micron"	"direct"	"2.1715"	"micron"	"direct"	"0.25214892"	"dimensionless"	"direct"	"0.49205107"	"dimensionless"	"direct"	"0.96768844"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000120.xml"
"MCDS_S_0000000120.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.8722 -0.4891"	"dimensionless"	"Unit Vector"	"direct"	"2.51 402.58 0.0"	"micron"	"direct"	"21.5625"	"micron^2"	"direct"	"5.24"	"micron"	"direct"	"5.95225"	"micron"	"direct"	"4.756"	"micron"	"direct"	"17.15675"	"micron"	"direct"	"2.62"	"micron"	"direct"	"0.79902558"	"dimensionless"	"direct"	"0.92053209"	"dimensionless"	"direct"	"0.60129704"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000120.xml"
"MCDS_S_0000000120.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.9 0.436"	"dimensionless"	"Unit Vector"	"direct"	"4.46 185.73 0.0"	"micron"	"direct"	"55.625"	"micron^2"	"direct"	"8.4165"	"micron"	"direct"	"9.52"	"micron"	"direct"	"7.75325"	"micron"	"direct"	"30.66725"	"micron"	"direct"	"4.20825"	"micron"	"direct"	"0.81441702"	"dimensionless"	"direct"	"0.74324196"	"dimensionless"	"direct"	"0.58028004"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000120.xml"
"MCDS_S_0000000120.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.9 0.436"	"dimensionless"	"Unit Vector"	"direct"	"3.3 151.19 0.0"	"micron"	"direct"	"14.8125"	"micron^2"	"direct"	"4.343"	"micron"	"direct"	"6.61125"	"micron"	"direct"	"2.97125"	"micron"	"direct"	"15.98525"	"micron"	"direct"	"2.1715"	"micron"	"direct"	"0.44942333"	"dimensionless"	"direct"	"0.72844935"	"dimensionless"	"direct"	"0.89331891"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000120.xml"
