"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000297.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.9318 0.3629"	"dimensionless"	"Unit Vector"	"direct"	"2.59 38.71 0.0"	"micron"	"direct"	"31.25"	"micron^2"	"direct"	"6.3085"	"micron"	"direct"	"8.403"	"micron"	"direct"	"5.22175"	"micron"	"direct"	"24.364"	"micron"	"direct"	"3.15425"	"micron"	"direct"	"0.62141497"	"dimensionless"	"direct"	"0.66155005"	"dimensionless"	"direct"	"0.78348161"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000297.xml"
"MCDS_S_0000000297.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.9981 0.062"	"dimensionless"	"Unit Vector"	"direct"	"1.97 83.65 0.0"	"micron"	"direct"	"27.6875"	"micron^2"	"direct"	"5.938"	"micron"	"direct"	"9.8225"	"micron"	"direct"	"4.03775"	"micron"	"direct"	"26.59625"	"micron"	"direct"	"2.969"	"micron"	"direct"	"0.41107152"	"dimensionless"	"direct"	"0.49187279"	"dimensionless"	"direct"	"0.9116031"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000297.xml"
"MCDS_S_0000000297.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.9812 0.193"	"dimensionless"	"Unit Vector"	"direct"	"3.14 98.92 0.0"	"micron"	"direct"	"56.9375"	"micron^2"	"direct"	"8.515"	"micron"	"direct"	"12.02025"	"micron"	"direct"	"6.812"	"micron"	"direct"	"36.48525"	"micron"	"direct"	"4.2575"	"micron"	"direct"	"0.56671034"	"dimensionless"	"direct"	"0.53749398"	"dimensionless"	"direct"	"0.8239171"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000297.xml"
"MCDS_S_0000000297.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.9984 0.057"	"dimensionless"	"Unit Vector"	"direct"	"2.72 110.65 0.0"	"micron"	"direct"	"44.25"	"micron^2"	"direct"	"7.507"	"micron"	"direct"	"10.754"	"micron"	"direct"	"6.02175"	"micron"	"direct"	"34.071"	"micron"	"direct"	"3.7535"	"micron"	"direct"	"0.55995444"	"dimensionless"	"direct"	"0.4790197"	"dimensionless"	"direct"	"0.8285234"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000297.xml"
"MCDS_S_0000000297.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.998 -0.064"	"dimensionless"	"Unit Vector"	"direct"	"3.83 153.04 0.0"	"micron"	"direct"	"87.25"	"micron^2"	"direct"	"10.541"	"micron"	"direct"	"14.8915"	"micron"	"direct"	"8.057"	"micron"	"direct"	"51.24575"	"micron"	"direct"	"5.2705"	"micron"	"direct"	"0.54104691"	"dimensionless"	"direct"	"0.41750299"	"dimensionless"	"direct"	"0.84099242"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000297.xml"
"MCDS_S_0000000297.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.9915 0.1301"	"dimensionless"	"Unit Vector"	"direct"	"1.93 178.02 0.0"	"micron"	"direct"	"16.0625"	"micron^2"	"direct"	"4.523"	"micron"	"direct"	"6.5845"	"micron"	"direct"	"3.476"	"micron"	"direct"	"19.0015"	"micron"	"direct"	"2.2615"	"micron"	"direct"	"0.52790645"	"dimensionless"	"direct"	"0.5590456"	"dimensionless"	"direct"	"0.84930253"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000297.xml"
"MCDS_S_0000000297.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.992 -0.126"	"dimensionless"	"Unit Vector"	"direct"	"3.76 197.97 0.0"	"micron"	"direct"	"77.9375"	"micron^2"	"direct"	"9.9625"	"micron"	"direct"	"15.4305"	"micron"	"direct"	"8.11325"	"micron"	"direct"	"55.46175"	"micron"	"direct"	"4.98125"	"micron"	"direct"	"0.52579307"	"dimensionless"	"direct"	"0.31839717"	"dimensionless"	"direct"	"0.85061251"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000297.xml"
"MCDS_S_0000000297.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.084 -0.9965"	"dimensionless"	"Unit Vector"	"direct"	"3.1 228.67 0.0"	"micron"	"direct"	"19.5"	"micron^2"	"direct"	"4.9835"	"micron"	"direct"	"6.57"	"micron"	"direct"	"4.704"	"micron"	"direct"	"23.09625"	"micron"	"direct"	"2.49175"	"micron"	"direct"	"0.71598174"	"dimensionless"	"direct"	"0.45936884"	"dimensionless"	"direct"	"0.69811901"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000297.xml"
"MCDS_S_0000000297.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.9944 0.106"	"dimensionless"	"Unit Vector"	"direct"	"3.53 235.82 0.0"	"micron"	"direct"	"57.75"	"micron^2"	"direct"	"8.5755"	"micron"	"direct"	"10.85825"	"micron"	"direct"	"7.19425"	"micron"	"direct"	"37.114"	"micron"	"direct"	"4.28775"	"micron"	"direct"	"0.66256073"	"dimensionless"	"direct"	"0.5268492"	"dimensionless"	"direct"	"0.7490082"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000297.xml"
"MCDS_S_0000000297.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.8571 0.5151"	"dimensionless"	"Unit Vector"	"direct"	"5.94 272.79 0.0"	"micron"	"direct"	"41.0"	"micron^2"	"direct"	"7.226"	"micron"	"direct"	"9.238"	"micron"	"direct"	"7.042"	"micron"	"direct"	"35.1745"	"micron"	"direct"	"3.613"	"micron"	"direct"	"0.76228621"	"dimensionless"	"direct"	"0.41642602"	"dimensionless"	"direct"	"0.64724009"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000297.xml"
