"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000155.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.9882 0.153"	"dimensionless"	"Unit Vector"	"direct"	"3.72 5.41 0.0"	"micron"	"direct"	"49.6875"	"micron^2"	"direct"	"7.9545"	"micron"	"direct"	"9.29125"	"micron"	"direct"	"7.51675"	"micron"	"direct"	"40.6525"	"micron"	"direct"	"3.97725"	"micron"	"direct"	"0.80901386"	"dimensionless"	"direct"	"0.37781787"	"dimensionless"	"direct"	"0.58778957"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.982 -0.189"	"dimensionless"	"Unit Vector"	"direct"	"3.63 25.87 0.0"	"micron"	"direct"	"63.125"	"micron^2"	"direct"	"8.966"	"micron"	"direct"	"11.12475"	"micron"	"direct"	"8.17"	"micron"	"direct"	"39.9455"	"micron"	"direct"	"4.483"	"micron"	"direct"	"0.73439853"	"dimensionless"	"direct"	"0.49713636"	"dimensionless"	"direct"	"0.6787185"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.183 -0.9831"	"dimensionless"	"Unit Vector"	"direct"	"5.47 119.61 0.0"	"micron"	"direct"	"60.25"	"micron^2"	"direct"	"8.7595"	"micron"	"direct"	"10.89325"	"micron"	"direct"	"7.946"	"micron"	"direct"	"38.88475"	"micron"	"direct"	"4.37975"	"micron"	"direct"	"0.72944254"	"dimensionless"	"direct"	"0.5007354"	"dimensionless"	"direct"	"0.68404208"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.7772 -0.6292"	"dimensionless"	"Unit Vector"	"direct"	"4.78 158.22 0.0"	"micron"	"direct"	"84.125"	"micron^2"	"direct"	"10.3505"	"micron"	"direct"	"15.265"	"micron"	"direct"	"8.453"	"micron"	"direct"	"42.03125"	"micron"	"direct"	"5.17525"	"micron"	"direct"	"0.55375041"	"dimensionless"	"direct"	"0.59839827"	"dimensionless"	"direct"	"0.8326827"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.6489 0.7609"	"dimensionless"	"Unit Vector"	"direct"	"8.63 188.84 0.0"	"micron"	"direct"	"144.4375"	"micron^2"	"direct"	"13.5625"	"micron"	"direct"	"26.79325"	"micron"	"direct"	"7.907"	"micron"	"direct"	"64.33025"	"micron"	"direct"	"6.78125"	"micron"	"direct"	"0.29511164"	"dimensionless"	"direct"	"0.43859063"	"dimensionless"	"direct"	"0.95546278"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.8258 -0.5639"	"dimensionless"	"Unit Vector"	"direct"	"5.13 228.14 0.0"	"micron"	"direct"	"104.375"	"micron^2"	"direct"	"11.529"	"micron"	"direct"	"19.41875"	"micron"	"direct"	"8.23125"	"micron"	"direct"	"56.39525"	"micron"	"direct"	"5.7645"	"micron"	"direct"	"0.42388156"	"dimensionless"	"direct"	"0.41240251"	"dimensionless"	"direct"	"0.90571763"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.9357 -0.3529"	"dimensionless"	"Unit Vector"	"direct"	"5.01 16.02 0.0"	"micron"	"direct"	"56.0"	"micron^2"	"direct"	"8.445"	"micron"	"direct"	"10.0625"	"micron"	"direct"	"7.673"	"micron"	"direct"	"30.503"	"micron"	"direct"	"4.2225"	"micron"	"direct"	"0.76253416"	"dimensionless"	"direct"	"0.75633253"	"dimensionless"	"direct"	"0.64694795"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.33 0.944"	"dimensionless"	"Unit Vector"	"direct"	"3.1 128.29 0.0"	"micron"	"direct"	"12.8125"	"micron^2"	"direct"	"4.0395"	"micron"	"direct"	"5.448"	"micron"	"direct"	"3.18825"	"micron"	"direct"	"14.5105"	"micron"	"direct"	"2.01975"	"micron"	"direct"	"0.58521476"	"dimensionless"	"direct"	"0.76467869"	"dimensionless"	"direct"	"0.81087834"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.9471 0.321"	"dimensionless"	"Unit Vector"	"direct"	"2.57 203.63 0.0"	"micron"	"direct"	"16.125"	"micron^2"	"direct"	"4.5315"	"micron"	"direct"	"6.31525"	"micron"	"direct"	"4.5385"	"micron"	"direct"	"24.01925"	"micron"	"direct"	"2.26575"	"micron"	"direct"	"0.71865722"	"dimensionless"	"direct"	"0.35122927"	"dimensionless"	"direct"	"0.69536451"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.638 0.77"	"dimensionless"	"Unit Vector"	"direct"	"6.84 125.6 0.0"	"micron"	"direct"	"15.375"	"micron^2"	"direct"	"4.425"	"micron"	"direct"	"4.86425"	"micron"	"direct"	"4.4265"	"micron"	"direct"	"16.91725"	"micron"	"direct"	"2.2125"	"micron"	"direct"	"0.91000668"	"dimensionless"	"direct"	"0.67509587"	"dimensionless"	"direct"	"0.41459358"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.10"	"Geometrical Property Characterization"	"individual"	"nucleus"	"10"	"0.9363 0.3511"	"dimensionless"	"Unit Vector"	"direct"	"8.2 202.16 0.0"	"micron"	"direct"	"15.625"	"micron^2"	"direct"	"4.4605"	"micron"	"direct"	"9.408"	"micron"	"direct"	"2.27075"	"micron"	"direct"	"20.49425"	"micron"	"direct"	"2.23025"	"micron"	"direct"	"0.24136373"	"dimensionless"	"direct"	"0.46748301"	"dimensionless"	"direct"	"0.97043472"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.11"	"Geometrical Property Characterization"	"individual"	"nucleus"	"11"	"0.6733 -0.7394"	"dimensionless"	"Unit Vector"	"direct"	"13.28 227.15 0.0"	"micron"	"direct"	"63.0625"	"micron^2"	"direct"	"8.9615"	"micron"	"direct"	"17.30725"	"micron"	"direct"	"5.271"	"micron"	"direct"	"41.54175"	"micron"	"direct"	"4.48075"	"micron"	"direct"	"0.30455445"	"dimensionless"	"direct"	"0.45921014"	"dimensionless"	"direct"	"0.95249493"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.12"	"Geometrical Property Characterization"	"individual"	"nucleus"	"12"	"0.2319 -0.9727"	"dimensionless"	"Unit Vector"	"direct"	"10.31 20.61 0.0"	"micron"	"direct"	"15.875"	"micron^2"	"direct"	"4.4965"	"micron"	"direct"	"5.6145"	"micron"	"direct"	"3.7145"	"micron"	"direct"	"15.432"	"micron"	"direct"	"2.24825"	"micron"	"direct"	"0.66159052"	"dimensionless"	"direct"	"0.83768197"	"dimensionless"	"direct"	"0.74986531"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.13"	"Geometrical Property Characterization"	"individual"	"nucleus"	"13"	"0.88 0.475"	"dimensionless"	"Unit Vector"	"direct"	"13.27 206.14 0.0"	"micron"	"direct"	"91.1875"	"micron^2"	"direct"	"10.776"	"micron"	"direct"	"18.08175"	"micron"	"direct"	"7.6045"	"micron"	"direct"	"50.89525"	"micron"	"direct"	"5.388"	"micron"	"direct"	"0.42056217"	"dimensionless"	"direct"	"0.4423751"	"dimensionless"	"direct"	"0.90726372"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.14"	"Geometrical Property Characterization"	"individual"	"nucleus"	"14"	"0.9573 0.2891"	"dimensionless"	"Unit Vector"	"direct"	"11.03 15.08 0.0"	"micron"	"direct"	"30.875"	"micron^2"	"direct"	"6.2705"	"micron"	"direct"	"8.142"	"micron"	"direct"	"5.20175"	"micron"	"direct"	"23.7175"	"micron"	"direct"	"3.13525"	"micron"	"direct"	"0.63887865"	"dimensionless"	"direct"	"0.68972983"	"dimensionless"	"direct"	"0.76930752"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.15"	"Geometrical Property Characterization"	"individual"	"nucleus"	"15"	"0.5542 0.8324"	"dimensionless"	"Unit Vector"	"direct"	"16.34 149.11 0.0"	"micron"	"direct"	"110.75"	"micron^2"	"direct"	"11.876"	"micron"	"direct"	"17.27925"	"micron"	"direct"	"8.3575"	"micron"	"direct"	"47.95575"	"micron"	"direct"	"5.938"	"micron"	"direct"	"0.48367261"	"dimensionless"	"direct"	"0.6051628"	"dimensionless"	"direct"	"0.875249"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.16"	"Geometrical Property Characterization"	"individual"	"nucleus"	"16"	"0.644 -0.765"	"dimensionless"	"Unit Vector"	"direct"	"14.65 59.53 0.0"	"micron"	"direct"	"60.75"	"micron^2"	"direct"	"8.7955"	"micron"	"direct"	"11.5625"	"micron"	"direct"	"7.40675"	"micron"	"direct"	"43.6525"	"micron"	"direct"	"4.39775"	"micron"	"direct"	"0.64058378"	"dimensionless"	"direct"	"0.40062487"	"dimensionless"	"direct"	"0.76788828"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.17"	"Geometrical Property Characterization"	"individual"	"nucleus"	"17"	"0.7056 0.7086"	"dimensionless"	"Unit Vector"	"direct"	"15.54 175.18 0.0"	"micron"	"direct"	"47.5"	"micron^2"	"direct"	"7.7775"	"micron"	"direct"	"16.396"	"micron"	"direct"	"3.97075"	"micron"	"direct"	"36.3345"	"micron"	"direct"	"3.88875"	"micron"	"direct"	"0.24217797"	"dimensionless"	"direct"	"0.45213185"	"dimensionless"	"direct"	"0.97023184"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.18"	"Geometrical Property Characterization"	"individual"	"nucleus"	"18"	"0.8665 -0.4993"	"dimensionless"	"Unit Vector"	"direct"	"19.14 36.52 0.0"	"micron"	"direct"	"116.0"	"micron^2"	"direct"	"12.154"	"micron"	"direct"	"14.1965"	"micron"	"direct"	"11.24975"	"micron"	"direct"	"54.37"	"micron"	"direct"	"6.077"	"micron"	"direct"	"0.79243123"	"dimensionless"	"direct"	"0.49311611"	"dimensionless"	"direct"	"0.60996126"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.19"	"Geometrical Property Characterization"	"individual"	"nucleus"	"19"	"0.7709 0.6369"	"dimensionless"	"Unit Vector"	"direct"	"16.13 17.84 0.0"	"micron"	"direct"	"40.1875"	"micron^2"	"direct"	"7.154"	"micron"	"direct"	"8.8515"	"micron"	"direct"	"6.1505"	"micron"	"direct"	"27.81375"	"micron"	"direct"	"3.577"	"micron"	"direct"	"0.69485398"	"dimensionless"	"direct"	"0.65280243"	"dimensionless"	"direct"	"0.71915085"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.20"	"Geometrical Property Characterization"	"individual"	"nucleus"	"20"	"0.622 -0.783"	"dimensionless"	"Unit Vector"	"direct"	"23.87 239.67 0.0"	"micron"	"direct"	"39.9375"	"micron^2"	"direct"	"7.1315"	"micron"	"direct"	"9.3855"	"micron"	"direct"	"5.74675"	"micron"	"direct"	"27.5815"	"micron"	"direct"	"3.56575"	"micron"	"direct"	"0.61230089"	"dimensionless"	"direct"	"0.6597129"	"dimensionless"	"direct"	"0.79062483"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.21"	"Geometrical Property Characterization"	"individual"	"nucleus"	"21"	"0.8008 -0.5989"	"dimensionless"	"Unit Vector"	"direct"	"23.69 212.25 0.0"	"micron"	"direct"	"16.75"	"micron^2"	"direct"	"4.6185"	"micron"	"direct"	"8.926"	"micron"	"direct"	"2.717"	"micron"	"direct"	"21.185"	"micron"	"direct"	"2.30925"	"micron"	"direct"	"0.30439166"	"dimensionless"	"direct"	"0.46899449"	"dimensionless"	"direct"	"0.95254696"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.22"	"Geometrical Property Characterization"	"individual"	"nucleus"	"22"	"0.9989 0.047"	"dimensionless"	"Unit Vector"	"direct"	"27.38 53.91 0.0"	"micron"	"direct"	"122.9375"	"micron^2"	"direct"	"12.5125"	"micron"	"direct"	"16.521"	"micron"	"direct"	"10.155"	"micron"	"direct"	"48.27375"	"micron"	"direct"	"6.25625"	"micron"	"direct"	"0.61467224"	"dimensionless"	"direct"	"0.66293686"	"dimensionless"	"direct"	"0.78878263"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.23"	"Geometrical Property Characterization"	"individual"	"nucleus"	"23"	"0.8287 0.5598"	"dimensionless"	"Unit Vector"	"direct"	"25.07 89.53 0.0"	"micron"	"direct"	"17.5"	"micron^2"	"direct"	"4.721"	"micron"	"direct"	"7.8475"	"micron"	"direct"	"3.0455"	"micron"	"direct"	"20.046"	"micron"	"direct"	"2.3605"	"micron"	"direct"	"0.38808538"	"dimensionless"	"direct"	"0.54725843"	"dimensionless"	"direct"	"0.92162343"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.24"	"Geometrical Property Characterization"	"individual"	"nucleus"	"24"	"0.933 0.36"	"dimensionless"	"Unit Vector"	"direct"	"28.02 92.59 0.0"	"micron"	"direct"	"60.5"	"micron^2"	"direct"	"8.7775"	"micron"	"direct"	"14.16075"	"micron"	"direct"	"6.759"	"micron"	"direct"	"43.3685"	"micron"	"direct"	"4.38875"	"micron"	"direct"	"0.47730523"	"dimensionless"	"direct"	"0.40421873"	"dimensionless"	"direct"	"0.87873757"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.25"	"Geometrical Property Characterization"	"individual"	"nucleus"	"25"	"0.012 -0.9999"	"dimensionless"	"Unit Vector"	"direct"	"32.09 7.01 0.0"	"micron"	"direct"	"125.0"	"micron^2"	"direct"	"12.617"	"micron"	"direct"	"18.51175"	"micron"	"direct"	"9.406"	"micron"	"direct"	"51.8345"	"micron"	"direct"	"6.3085"	"micron"	"direct"	"0.50810971"	"dimensionless"	"direct"	"0.58463128"	"dimensionless"	"direct"	"0.86129235"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.26"	"Geometrical Property Characterization"	"individual"	"nucleus"	"26"	"0.442 0.897"	"dimensionless"	"Unit Vector"	"direct"	"27.83 200.82 0.0"	"micron"	"direct"	"14.75"	"micron^2"	"direct"	"4.334"	"micron"	"direct"	"5.17975"	"micron"	"direct"	"4.134"	"micron"	"direct"	"18.071"	"micron"	"direct"	"2.167"	"micron"	"direct"	"0.79810802"	"dimensionless"	"direct"	"0.56759363"	"dimensionless"	"direct"	"0.60251439"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.27"	"Geometrical Property Characterization"	"individual"	"nucleus"	"27"	"0.753 -0.658"	"dimensionless"	"Unit Vector"	"direct"	"28.03 227.9 0.0"	"micron"	"direct"	"13.625"	"micron^2"	"direct"	"4.1655"	"micron"	"direct"	"6.3885"	"micron"	"direct"	"3.36525"	"micron"	"direct"	"17.4245"	"micron"	"direct"	"2.08275"	"micron"	"direct"	"0.52676685"	"dimensionless"	"direct"	"0.56393068"	"dimensionless"	"direct"	"0.85000982"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.28"	"Geometrical Property Characterization"	"individual"	"nucleus"	"28"	"0.667 0.745"	"dimensionless"	"Unit Vector"	"direct"	"31.05 33.63 0.0"	"micron"	"direct"	"18.6875"	"micron^2"	"direct"	"4.8785"	"micron"	"direct"	"6.27075"	"micron"	"direct"	"4.242"	"micron"	"direct"	"19.80475"	"micron"	"direct"	"2.43925"	"micron"	"direct"	"0.67647411"	"dimensionless"	"direct"	"0.59871804"	"dimensionless"	"direct"	"0.73646642"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.29"	"Geometrical Property Characterization"	"individual"	"nucleus"	"29"	"0.9382 -0.3461"	"dimensionless"	"Unit Vector"	"direct"	"30.9 232.44 0.0"	"micron"	"direct"	"16.25"	"micron^2"	"direct"	"4.549"	"micron"	"direct"	"7.00625"	"micron"	"direct"	"3.267"	"micron"	"direct"	"18.1925"	"micron"	"direct"	"2.2745"	"micron"	"direct"	"0.46629795"	"dimensionless"	"direct"	"0.61699048"	"dimensionless"	"direct"	"0.88462773"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.30"	"Geometrical Property Characterization"	"individual"	"nucleus"	"30"	"0.7861 0.6181"	"dimensionless"	"Unit Vector"	"direct"	"33.02 95.13 0.0"	"micron"	"direct"	"29.1875"	"micron^2"	"direct"	"6.0965"	"micron"	"direct"	"7.98075"	"micron"	"direct"	"4.86825"	"micron"	"direct"	"22.83875"	"micron"	"direct"	"3.04825"	"micron"	"direct"	"0.60999906"	"dimensionless"	"direct"	"0.70317286"	"dimensionless"	"direct"	"0.79240214"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.31"	"Geometrical Property Characterization"	"individual"	"nucleus"	"31"	"0.7632 -0.6462"	"dimensionless"	"Unit Vector"	"direct"	"34.86 89.29 0.0"	"micron"	"direct"	"17.1875"	"micron^2"	"direct"	"4.6785"	"micron"	"direct"	"5.77025"	"micron"	"direct"	"4.194"	"micron"	"direct"	"19.287"	"micron"	"direct"	"2.33925"	"micron"	"direct"	"0.72683159"	"dimensionless"	"direct"	"0.58062163"	"dimensionless"	"direct"	"0.68681572"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.32"	"Geometrical Property Characterization"	"individual"	"nucleus"	"32"	"0.8422 -0.5391"	"dimensionless"	"Unit Vector"	"direct"	"35.15 198.56 0.0"	"micron"	"direct"	"12.9375"	"micron^2"	"direct"	"4.059"	"micron"	"direct"	"5.2585"	"micron"	"direct"	"3.349"	"micron"	"direct"	"15.31225"	"micron"	"direct"	"2.0295"	"micron"	"direct"	"0.63687363"	"dimensionless"	"direct"	"0.69339739"	"dimensionless"	"direct"	"0.77096821"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.33"	"Geometrical Property Characterization"	"individual"	"nucleus"	"33"	"0.8051 -0.5931"	"dimensionless"	"Unit Vector"	"direct"	"41.82 141.31 0.0"	"micron"	"direct"	"128.5625"	"micron^2"	"direct"	"12.7955"	"micron"	"direct"	"17.57275"	"micron"	"direct"	"10.1225"	"micron"	"direct"	"50.37"	"micron"	"direct"	"6.39775"	"micron"	"direct"	"0.57603392"	"dimensionless"	"direct"	"0.63676659"	"dimensionless"	"direct"	"0.81742579"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
"MCDS_S_0000000155.0.34"	"Geometrical Property Characterization"	"individual"	"nucleus"	"34"	"0.8994 0.4372"	"dimensionless"	"Unit Vector"	"direct"	"41.56 34.28 0.0"	"micron"	"direct"	"139.375"	"micron^2"	"direct"	"13.3225"	"micron"	"direct"	"14.5405"	"micron"	"direct"	"12.44375"	"micron"	"direct"	"52.802"	"micron"	"direct"	"6.66125"	"micron"	"direct"	"0.85579932"	"dimensionless"	"direct"	"0.62819431"	"dimensionless"	"direct"	"0.51730796"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000155.xml"
