"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000115.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.9783 0.2071"	"dimensionless"	"Unit Vector"	"direct"	"1.24 6.88 0.0"	"micron"	"direct"	"13.75"	"micron^2"	"direct"	"4.1845"	"micron"	"direct"	"5.65525"	"micron"	"direct"	"3.32375"	"micron"	"direct"	"14.80325"	"micron"	"direct"	"2.09225"	"micron"	"direct"	"0.58772822"	"dimensionless"	"direct"	"0.78849404"	"dimensionless"	"direct"	"0.80905843"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000115.xml"
"MCDS_S_0000000115.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.7493 -0.6623"	"dimensionless"	"Unit Vector"	"direct"	"3.95 154.61 0.0"	"micron"	"direct"	"15.0625"	"micron^2"	"direct"	"4.3795"	"micron"	"direct"	"8.8905"	"micron"	"direct"	"2.19975"	"micron"	"direct"	"19.64225"	"micron"	"direct"	"2.18975"	"micron"	"direct"	"0.24742703"	"dimensionless"	"direct"	"0.49059651"	"dimensionless"	"direct"	"0.96890653"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000115.xml"
"MCDS_S_0000000115.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.6991 0.7151"	"dimensionless"	"Unit Vector"	"direct"	"5.19 18.75 0.0"	"micron"	"direct"	"20.6875"	"micron^2"	"direct"	"5.1325"	"micron"	"direct"	"6.343"	"micron"	"direct"	"4.43475"	"micron"	"direct"	"18.753"	"micron"	"direct"	"2.56625"	"micron"	"direct"	"0.69915655"	"dimensionless"	"direct"	"0.73922453"	"dimensionless"	"direct"	"0.71496861"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000115.xml"
"MCDS_S_0000000115.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.8653 0.5012"	"dimensionless"	"Unit Vector"	"direct"	"5.57 62.22 0.0"	"micron"	"direct"	"32.75"	"micron^2"	"direct"	"6.458"	"micron"	"direct"	"11.1905"	"micron"	"direct"	"4.28025"	"micron"	"direct"	"30.2635"	"micron"	"direct"	"3.229"	"micron"	"direct"	"0.38248961"	"dimensionless"	"direct"	"0.44934805"	"dimensionless"	"direct"	"0.92395979"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000115.xml"
"MCDS_S_0000000115.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.4218 0.9067"	"dimensionless"	"Unit Vector"	"direct"	"7.72 36.02 0.0"	"micron"	"direct"	"21.25"	"micron^2"	"direct"	"5.202"	"micron"	"direct"	"6.45625"	"micron"	"direct"	"4.581"	"micron"	"direct"	"18.98525"	"micron"	"direct"	"2.601"	"micron"	"direct"	"0.70954501"	"dimensionless"	"direct"	"0.74086002"	"dimensionless"	"direct"	"0.70466011"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000115.xml"
"MCDS_S_0000000115.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.5821 0.8131"	"dimensionless"	"Unit Vector"	"direct"	"12.85 104.14 0.0"	"micron"	"direct"	"114.1875"	"micron^2"	"direct"	"12.059"	"micron"	"direct"	"19.7415"	"micron"	"direct"	"8.351"	"micron"	"direct"	"53.99875"	"micron"	"direct"	"6.0295"	"micron"	"direct"	"0.4230175"	"dimensionless"	"direct"	"0.49210867"	"dimensionless"	"direct"	"0.90612151"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000115.xml"
"MCDS_S_0000000115.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.8442 -0.5361"	"dimensionless"	"Unit Vector"	"direct"	"9.38 88.64 0.0"	"micron"	"direct"	"36.9375"	"micron^2"	"direct"	"6.8585"	"micron"	"direct"	"10.85325"	"micron"	"direct"	"4.66725"	"micron"	"direct"	"27.7885"	"micron"	"direct"	"3.42925"	"micron"	"direct"	"0.43003248"	"dimensionless"	"direct"	"0.60110059"	"dimensionless"	"direct"	"0.90281342"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000115.xml"
"MCDS_S_0000000115.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.9762 0.217"	"dimensionless"	"Unit Vector"	"direct"	"8.31 13.63 0.0"	"micron"	"direct"	"21.75"	"micron^2"	"direct"	"5.263"	"micron"	"direct"	"5.67925"	"micron"	"direct"	"5.1185"	"micron"	"direct"	"18.5815"	"micron"	"direct"	"2.6315"	"micron"	"direct"	"0.90126337"	"dimensionless"	"direct"	"0.79160328"	"dimensionless"	"direct"	"0.43327167"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000115.xml"
"MCDS_S_0000000115.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.9995 0.032"	"dimensionless"	"Unit Vector"	"direct"	"7.5 69.27 0.0"	"micron"	"direct"	"15.75"	"micron^2"	"direct"	"4.4785"	"micron"	"direct"	"5.73125"	"micron"	"direct"	"3.5195"	"micron"	"direct"	"14.864"	"micron"	"direct"	"2.23925"	"micron"	"direct"	"0.61408942"	"dimensionless"	"direct"	"0.89581644"	"dimensionless"	"direct"	"0.78923645"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000115.xml"
"MCDS_S_0000000115.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.9986 0.052"	"dimensionless"	"Unit Vector"	"direct"	"9.2 80.03 0.0"	"micron"	"direct"	"37.625"	"micron^2"	"direct"	"6.922"	"micron"	"direct"	"8.36225"	"micron"	"direct"	"5.82975"	"micron"	"direct"	"23.6925"	"micron"	"direct"	"3.461"	"micron"	"direct"	"0.69715089"	"dimensionless"	"direct"	"0.84229572"	"dimensionless"	"direct"	"0.71692443"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000115.xml"
