"Sample Name"	"Characteristic[Phenotype Type]"	"Characteristic[Cell Cycle Model]"	"Characteristic[Cell Cycle Phase]"	"Protocol REF"	"Parameter Value[Birth Rate]"	"Units"	"Characteristic[Birth Rate - Measurement Type]"	"Parameter Value[Death Rate]"	"Units"	"Characteristic[Death Rate - Type]"	"Characteristic[Death Rate - Measurement Type]"	"Parameter Value[Duration]"	"Units"	"Characteristic[Duration - Measurement Type]"	"Parameter Value[Net Birth Rate]"	"Units"	"Characteristic[Net Birth Rate - Measurement Type]"	"Parameter Value[Population Doubling Time]"	"Units"	"Characteristic[Population Doubling Time - Measurement Type]"	"Assay Name"	"MCDS-DCL File"
"MCDS_L_0000000057.0.0"	"expected"	"Ki67_advanced"	"Ki67_premitotic"	"Cell Cycle Characterization"	""	""	""	"0.0"	"1/hour"	"apoptosis"	"inferred"	"13.0"	"hour"	"estimated"	""	""	""	"342.32"	"hour"	"inferred"	"viable"	"MCDS_L_0000000057.xml"
"MCDS_L_0000000057.0.0"	"expected"	"Ki67_advanced"	"Ki67_postmitotic"	"Cell Cycle Characterization"	""	""	""	"0.0"	"1/hour"	"apoptosis"	"inferred"	"2.5"	"hour"	"estimated"	""	""	""	"342.32"	"hour"	"inferred"	"viable"	"MCDS_L_0000000057.xml"
"MCDS_L_0000000057.0.0"	"expected"	"Ki67_advanced"	"quiescent"	"Cell Cycle Characterization"	""	""	""	"0.0"	"1/hour"	"apoptosis"	"inferred"	"463.68"	"hour"	"inferred"	""	""	""	"342.32"	"hour"	"inferred"	"viable"	"MCDS_L_0000000057.xml"
"MCDS_L_0000000057.0.0"	"expected"	"Ki67_basic"	"proliferating"	"Cell Cycle Characterization"	""	""	""	"0.0"	"1/hour"	"apoptosis"	"inferred"	"17.98"	"hour"	"estimated"	""	""	""	"342.32"	"hour"	"inferred"	"viable"	"MCDS_L_0000000057.xml"
"MCDS_L_0000000057.0.0"	"expected"	"Ki67_basic"	"quiescent"	"Cell Cycle Characterization"	""	""	""	"0.0"	"1/hour"	"apoptosis"	"inferred"	"459.17"	"hour"	"inferred"	""	""	""	"342.32"	"hour"	"inferred"	"viable"	"MCDS_L_0000000057.xml"
"MCDS_L_0000000057.0.0"	"expected"	"live_dead"	"live"	"Cell Cycle Characterization"	"0.00202"	"1/hour"	"inferred"	"0.0"	"1/hour"	"apoptosis"	"inferred"	"493.86"	"hour"	"inferred"	""	""	""	"342.32"	"hour"	"inferred"	"viable"	"MCDS_L_0000000057.xml"
"MCDS_L_0000000057.0.0"	"expected"	"total_cells"	"all"	"Cell Cycle Characterization"	""	""	""	""	""	""	""	"493.86"	"hour"	"inferred"	"0.00202"	"1/hour"	"inferred"	"342.32"	"hour"	"inferred"	"viable"	"MCDS_L_0000000057.xml"
"MCDS_L_0000000057.0.1"	"expected"	"Ki67_advanced"	"Ki67_premitotic"	"Cell Cycle Characterization"	""	""	""	"0.0"	"1/hour"	"apoptosis"	"inferred"	"13.0"	"hour"	"estimated"	""	""	""	"101.18"	"hour"	"inferred"	"hypoxic"	"MCDS_L_0000000057.xml"
"MCDS_L_0000000057.0.1"	"expected"	"Ki67_advanced"	"Ki67_postmitotic"	"Cell Cycle Characterization"	""	""	""	"0.0"	"1/hour"	"apoptosis"	"inferred"	"2.5"	"hour"	"estimated"	""	""	""	"101.18"	"hour"	"inferred"	"hypoxic"	"MCDS_L_0000000057.xml"
"MCDS_L_0000000057.0.1"	"expected"	"Ki67_advanced"	"quiescent"	"Cell Cycle Characterization"	""	""	""	"0.0"	"1/hour"	"apoptosis"	"inferred"	"117.59"	"hour"	"inferred"	""	""	""	"101.18"	"hour"	"inferred"	"hypoxic"	"MCDS_L_0000000057.xml"
