"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000023.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.9182 -0.3961"	"dimensionless"	"Unit Vector"	"direct"	"2.2 46.62 0.0"	"micron"	"direct"	"22.8125"	"micron^2"	"direct"	"5.39"	"micron"	"direct"	"8.4205"	"micron"	"direct"	"4.06375"	"micron"	"direct"	"23.2515"	"micron"	"direct"	"2.695"	"micron"	"direct"	"0.48260198"	"dimensionless"	"direct"	"0.53025014"	"dimensionless"	"direct"	"0.87583978"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000023.xml"
"MCDS_S_0000000023.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.9955 0.095"	"dimensionless"	"Unit Vector"	"direct"	"3.63 56.74 0.0"	"micron"	"direct"	"83.375"	"micron^2"	"direct"	"10.304"	"micron"	"direct"	"14.7615"	"micron"	"direct"	"7.85025"	"micron"	"direct"	"48.8995"	"micron"	"direct"	"5.152"	"micron"	"direct"	"0.53180571"	"dimensionless"	"direct"	"0.43816418"	"dimensionless"	"direct"	"0.84686639"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000023.xml"
"MCDS_S_0000000023.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.9874 -0.1581"	"dimensionless"	"Unit Vector"	"direct"	"4.81 80.75 0.0"	"micron"	"direct"	"127.25"	"micron^2"	"direct"	"12.73"	"micron"	"direct"	"16.9835"	"micron"	"direct"	"10.284"	"micron"	"direct"	"61.42625"	"micron"	"direct"	"6.365"	"micron"	"direct"	"0.6055289"	"dimensionless"	"direct"	"0.42379873"	"dimensionless"	"direct"	"0.79582332"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000023.xml"
"MCDS_S_0000000023.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.189 0.982"	"dimensionless"	"Unit Vector"	"direct"	"4.32 117.64 0.0"	"micron"	"direct"	"20.0625"	"micron^2"	"direct"	"5.0545"	"micron"	"direct"	"8.028"	"micron"	"direct"	"3.3235"	"micron"	"direct"	"20.15675"	"micron"	"direct"	"2.52725"	"micron"	"direct"	"0.41398854"	"dimensionless"	"direct"	"0.6205173"	"dimensionless"	"direct"	"0.91028209"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000023.xml"
"MCDS_S_0000000023.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.9944 -0.106"	"dimensionless"	"Unit Vector"	"direct"	"3.12 170.97 0.0"	"micron"	"direct"	"42.0625"	"micron^2"	"direct"	"7.319"	"micron"	"direct"	"9.1595"	"micron"	"direct"	"6.179"	"micron"	"direct"	"26.98525"	"micron"	"direct"	"3.6595"	"micron"	"direct"	"0.67460014"	"dimensionless"	"direct"	"0.72585865"	"dimensionless"	"direct"	"0.73818334"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000023.xml"
"MCDS_S_0000000023.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.3449 -0.9386"	"dimensionless"	"Unit Vector"	"direct"	"8.52 179.82 0.0"	"micron"	"direct"	"133.75"	"micron^2"	"direct"	"13.051"	"micron"	"direct"	"15.774"	"micron"	"direct"	"11.55975"	"micron"	"direct"	"58.35825"	"micron"	"direct"	"6.5255"	"micron"	"direct"	"0.73283568"	"dimensionless"	"direct"	"0.49351361"	"dimensionless"	"direct"	"0.68040566"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000023.xml"
"MCDS_S_0000000023.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.735 -0.678"	"dimensionless"	"Unit Vector"	"direct"	"4.89 190.47 0.0"	"micron"	"direct"	"62.5"	"micron^2"	"direct"	"8.9215"	"micron"	"direct"	"10.82575"	"micron"	"direct"	"7.58725"	"micron"	"direct"	"36.1065"	"micron"	"direct"	"4.46075"	"micron"	"direct"	"0.70085213"	"dimensionless"	"direct"	"0.60244735"	"dimensionless"	"direct"	"0.71330659"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000023.xml"
"MCDS_S_0000000023.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.041 -0.9992"	"dimensionless"	"Unit Vector"	"direct"	"6.33 210.47 0.0"	"micron"	"direct"	"110.4375"	"micron^2"	"direct"	"11.859"	"micron"	"direct"	"15.03125"	"micron"	"direct"	"11.37975"	"micron"	"direct"	"62.151"	"micron"	"direct"	"5.9295"	"micron"	"direct"	"0.75707277"	"dimensionless"	"direct"	"0.35927764"	"dimensionless"	"direct"	"0.65333057"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000023.xml"
"MCDS_S_0000000023.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.6702 -0.7422"	"dimensionless"	"Unit Vector"	"direct"	"4.94 252.17 0.0"	"micron"	"direct"	"63.75"	"micron^2"	"direct"	"9.01"	"micron"	"direct"	"10.1595"	"micron"	"direct"	"9.261"	"micron"	"direct"	"40.6155"	"micron"	"direct"	"4.505"	"micron"	"direct"	"0.91156061"	"dimensionless"	"direct"	"0.48563105"	"dimensionless"	"direct"	"0.41116573"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000023.xml"
"MCDS_S_0000000023.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.9996 0.028"	"dimensionless"	"Unit Vector"	"direct"	"1.74 270.05 0.0"	"micron"	"direct"	"14.5625"	"micron^2"	"direct"	"4.3065"	"micron"	"direct"	"7.5995"	"micron"	"direct"	"3.473"	"micron"	"direct"	"21.74275"	"micron"	"direct"	"2.15325"	"micron"	"direct"	"0.45700375"	"dimensionless"	"direct"	"0.38709437"	"dimensionless"	"direct"	"0.88946477"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000023.xml"
