"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000129.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.8403 0.5422"	"dimensionless"	"Unit Vector"	"direct"	"2.32 29.6 0.0"	"micron"	"direct"	"20.125"	"micron^2"	"direct"	"5.0625"	"micron"	"direct"	"7.49925"	"micron"	"direct"	"3.605"	"micron"	"direct"	"19.1495"	"micron"	"direct"	"2.53125"	"micron"	"direct"	"0.48071474"	"dimensionless"	"direct"	"0.68965339"	"dimensionless"	"direct"	"0.87687704"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000129.xml"
"MCDS_S_0000000129.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.9861 -0.166"	"dimensionless"	"Unit Vector"	"direct"	"5.2 295.4 0.0"	"micron"	"direct"	"107.5625"	"micron^2"	"direct"	"11.704"	"micron"	"direct"	"13.4035"	"micron"	"direct"	"11.21"	"micron"	"direct"	"49.42025"	"micron"	"direct"	"5.852"	"micron"	"direct"	"0.83634871"	"dimensionless"	"direct"	"0.55342768"	"dimensionless"	"direct"	"0.5481978"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000129.xml"
"MCDS_S_0000000129.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.312 -0.9501"	"dimensionless"	"Unit Vector"	"direct"	"3.95 304.72 0.0"	"micron"	"direct"	"42.875"	"micron^2"	"direct"	"7.389"	"micron"	"direct"	"8.7545"	"micron"	"direct"	"6.52775"	"micron"	"direct"	"28.6585"	"micron"	"direct"	"3.6945"	"micron"	"direct"	"0.7456451"	"dimensionless"	"direct"	"0.6560049"	"dimensionless"	"direct"	"0.6663433"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000129.xml"
"MCDS_S_0000000129.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.917 -0.399"	"dimensionless"	"Unit Vector"	"direct"	"4.55 388.2 0.0"	"micron"	"direct"	"69.4375"	"micron^2"	"direct"	"9.4035"	"micron"	"direct"	"11.179"	"micron"	"direct"	"8.51475"	"micron"	"direct"	"39.02225"	"micron"	"direct"	"4.70175"	"micron"	"direct"	"0.76167367"	"dimensionless"	"direct"	"0.5730326"	"dimensionless"	"direct"	"0.64796081"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000129.xml"
"MCDS_S_0000000129.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.3051 0.9523"	"dimensionless"	"Unit Vector"	"direct"	"2.66 456.28 0.0"	"micron"	"direct"	"23.5"	"micron^2"	"direct"	"5.4705"	"micron"	"direct"	"6.09175"	"micron"	"direct"	"5.3595"	"micron"	"direct"	"20.1065"	"micron"	"direct"	"2.73525"	"micron"	"direct"	"0.87979645"	"dimensionless"	"direct"	"0.73047401"	"dimensionless"	"direct"	"0.47535062"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000129.xml"
"MCDS_S_0000000129.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.303 0.953"	"dimensionless"	"Unit Vector"	"direct"	"5.13 159.64 0.0"	"micron"	"direct"	"43.0625"	"micron^2"	"direct"	"7.4055"	"micron"	"direct"	"11.145"	"micron"	"direct"	"5.0525"	"micron"	"direct"	"28.5815"	"micron"	"direct"	"3.70275"	"micron"	"direct"	"0.45334231"	"dimensionless"	"direct"	"0.66242859"	"dimensionless"	"direct"	"0.8913365"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000129.xml"
"MCDS_S_0000000129.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.9911 0.133"	"dimensionless"	"Unit Vector"	"direct"	"1.89 227.98 0.0"	"micron"	"direct"	"13.25"	"micron^2"	"direct"	"4.1075"	"micron"	"direct"	"4.839"	"micron"	"direct"	"3.9885"	"micron"	"direct"	"15.30325"	"micron"	"direct"	"2.05375"	"micron"	"direct"	"0.82424055"	"dimensionless"	"direct"	"0.71098166"	"dimensionless"	"direct"	"0.56623981"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000129.xml"
"MCDS_S_0000000129.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.9753 -0.2211"	"dimensionless"	"Unit Vector"	"direct"	"2.21 310.23 0.0"	"micron"	"direct"	"15.0"	"micron^2"	"direct"	"4.3705"	"micron"	"direct"	"4.811"	"micron"	"direct"	"4.146"	"micron"	"direct"	"14.80325"	"micron"	"direct"	"2.18525"	"micron"	"direct"	"0.8617751"	"dimensionless"	"direct"	"0.86017532"	"dimensionless"	"direct"	"0.50729053"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000129.xml"
"MCDS_S_0000000129.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"1.0 0.006"	"dimensionless"	"Unit Vector"	"direct"	"2.03 316.15 0.0"	"micron"	"direct"	"16.625"	"micron^2"	"direct"	"4.6015"	"micron"	"direct"	"5.754"	"micron"	"direct"	"3.9405"	"micron"	"direct"	"16.2175"	"micron"	"direct"	"2.30075"	"micron"	"direct"	"0.68482795"	"dimensionless"	"direct"	"0.79433501"	"dimensionless"	"direct"	"0.7287048"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000129.xml"
"MCDS_S_0000000129.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.9432 -0.3321"	"dimensionless"	"Unit Vector"	"direct"	"2.17 333.96 0.0"	"micron"	"direct"	"19.0625"	"micron^2"	"direct"	"4.927"	"micron"	"direct"	"6.4895"	"micron"	"direct"	"3.854"	"micron"	"direct"	"16.9245"	"micron"	"direct"	"2.4635"	"micron"	"direct"	"0.59388243"	"dimensionless"	"direct"	"0.83629216"	"dimensionless"	"direct"	"0.80455184"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000129.xml"
