"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000070.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"1.0 -0.006"	"dimensionless"	"Unit Vector"	"direct"	"3.31 22.38 0.0"	"micron"	"direct"	"55.875"	"micron^2"	"direct"	"8.4355"	"micron"	"direct"	"9.602"	"micron"	"direct"	"7.72675"	"micron"	"direct"	"29.55625"	"micron"	"direct"	"4.21775"	"micron"	"direct"	"0.80470215"	"dimensionless"	"direct"	"0.80376435"	"dimensionless"	"direct"	"0.59367875"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000070.xml"
"MCDS_S_0000000070.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.4092 0.9124"	"dimensionless"	"Unit Vector"	"direct"	"6.13 4.26 0.0"	"micron"	"direct"	"56.4375"	"micron^2"	"direct"	"8.4775"	"micron"	"direct"	"10.789"	"micron"	"direct"	"6.7665"	"micron"	"direct"	"29.84925"	"micron"	"direct"	"4.23875"	"micron"	"direct"	"0.62716656"	"dimensionless"	"direct"	"0.79599582"	"dimensionless"	"direct"	"0.77888517"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000070.xml"
"MCDS_S_0000000070.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.2279 -0.9737"	"dimensionless"	"Unit Vector"	"direct"	"13.25 46.9 0.0"	"micron"	"direct"	"106.25"	"micron^2"	"direct"	"11.632"	"micron"	"direct"	"15.52475"	"micron"	"direct"	"8.85975"	"micron"	"direct"	"41.67775"	"micron"	"direct"	"5.816"	"micron"	"direct"	"0.57068552"	"dimensionless"	"direct"	"0.7686529"	"dimensionless"	"direct"	"0.8211687"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000070.xml"
"MCDS_S_0000000070.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.8886 0.4588"	"dimensionless"	"Unit Vector"	"direct"	"12.03 30.42 0.0"	"micron"	"direct"	"61.25"	"micron^2"	"direct"	"8.832"	"micron"	"direct"	"10.3605"	"micron"	"direct"	"7.7315"	"micron"	"direct"	"31.9705"	"micron"	"direct"	"4.416"	"micron"	"direct"	"0.74624777"	"dimensionless"	"direct"	"0.75303836"	"dimensionless"	"direct"	"0.66566829"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000070.xml"
"MCDS_S_0000000070.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.696 0.718"	"dimensionless"	"Unit Vector"	"direct"	"15.94 18.09 0.0"	"micron"	"direct"	"49.5"	"micron^2"	"direct"	"7.9395"	"micron"	"direct"	"9.9795"	"micron"	"direct"	"6.582"	"micron"	"direct"	"27.7885"	"micron"	"direct"	"3.96975"	"micron"	"direct"	"0.65955208"	"dimensionless"	"direct"	"0.80553581"	"dimensionless"	"direct"	"0.75165887"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000070.xml"
"MCDS_S_0000000070.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.1799 -0.9837"	"dimensionless"	"Unit Vector"	"direct"	"17.58 56.3 0.0"	"micron"	"direct"	"15.625"	"micron^2"	"direct"	"4.4605"	"micron"	"direct"	"11.60425"	"micron"	"direct"	"2.1675"	"micron"	"direct"	"23.9245"	"micron"	"direct"	"2.23025"	"micron"	"direct"	"0.18678501"	"dimensionless"	"direct"	"0.34303952"	"dimensionless"	"direct"	"0.98240081"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000070.xml"
"MCDS_S_0000000070.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.8391 -0.544"	"dimensionless"	"Unit Vector"	"direct"	"20.06 5.97 0.0"	"micron"	"direct"	"59.5625"	"micron^2"	"direct"	"8.7095"	"micron"	"direct"	"9.65625"	"micron"	"direct"	"8.0655"	"micron"	"direct"	"31.91"	"micron"	"direct"	"4.35475"	"micron"	"direct"	"0.83526214"	"dimensionless"	"direct"	"0.7350708"	"dimensionless"	"direct"	"0.54985195"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000070.xml"
"MCDS_S_0000000070.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.9844 -0.1761"	"dimensionless"	"Unit Vector"	"direct"	"23.13 46.84 0.0"	"micron"	"direct"	"19.8125"	"micron^2"	"direct"	"5.023"	"micron"	"direct"	"6.22725"	"micron"	"direct"	"4.56"	"micron"	"direct"	"20.13175"	"micron"	"direct"	"2.5115"	"micron"	"direct"	"0.73226545"	"dimensionless"	"direct"	"0.61430788"	"dimensionless"	"direct"	"0.68101932"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000070.xml"
"MCDS_S_0000000070.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.073 -0.9973"	"dimensionless"	"Unit Vector"	"direct"	"34.15 52.1 0.0"	"micron"	"direct"	"92.4375"	"micron^2"	"direct"	"10.85"	"micron"	"direct"	"19.89275"	"micron"	"direct"	"6.12225"	"micron"	"direct"	"46.324"	"micron"	"direct"	"5.425"	"micron"	"direct"	"0.30776288"	"dimensionless"	"direct"	"0.54130987"	"dimensionless"	"direct"	"0.95146309"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000070.xml"
"MCDS_S_0000000070.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.7126 -0.7016"	"dimensionless"	"Unit Vector"	"direct"	"27.1 31.46 0.0"	"micron"	"direct"	"14.125"	"micron^2"	"direct"	"4.241"	"micron"	"direct"	"5.6335"	"micron"	"direct"	"3.3025"	"micron"	"direct"	"14.77825"	"micron"	"direct"	"2.1205"	"micron"	"direct"	"0.58622526"	"dimensionless"	"direct"	"0.81274125"	"dimensionless"	"direct"	"0.8101481"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000070.xml"
