"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000262.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.9856 -0.1689"	"dimensionless"	"Unit Vector"	"direct"	"1.04 163.04 0.0"	"micron"	"direct"	"17.4375"	"micron^2"	"direct"	"4.7125"	"micron"	"direct"	"9.388"	"micron"	"direct"	"2.56275"	"micron"	"direct"	"20.95875"	"micron"	"direct"	"2.35625"	"micron"	"direct"	"0.27298147"	"dimensionless"	"direct"	"0.49884237"	"dimensionless"	"direct"	"0.96201929"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000262.xml"
"MCDS_S_0000000262.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.8601 0.5101"	"dimensionless"	"Unit Vector"	"direct"	"2.11 179.21 0.0"	"micron"	"direct"	"18.5625"	"micron^2"	"direct"	"4.862"	"micron"	"direct"	"5.888"	"micron"	"direct"	"4.043"	"micron"	"direct"	"15.9245"	"micron"	"direct"	"2.431"	"micron"	"direct"	"0.68665082"	"dimensionless"	"direct"	"0.91984514"	"dimensionless"	"direct"	"0.72698739"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000262.xml"
"MCDS_S_0000000262.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.9829 0.184"	"dimensionless"	"Unit Vector"	"direct"	"2.08 234.28 0.0"	"micron"	"direct"	"38.125"	"micron^2"	"direct"	"6.968"	"micron"	"direct"	"10.04625"	"micron"	"direct"	"5.1185"	"micron"	"direct"	"28.52075"	"micron"	"direct"	"3.484"	"micron"	"direct"	"0.50949359"	"dimensionless"	"direct"	"0.58897632"	"dimensionless"	"direct"	"0.86047445"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000262.xml"
"MCDS_S_0000000262.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.9999 0.017"	"dimensionless"	"Unit Vector"	"direct"	"2.68 253.56 0.0"	"micron"	"direct"	"26.625"	"micron^2"	"direct"	"5.823"	"micron"	"direct"	"8.33225"	"micron"	"direct"	"4.33975"	"micron"	"direct"	"22.33875"	"micron"	"direct"	"2.9115"	"micron"	"direct"	"0.52083771"	"dimensionless"	"direct"	"0.6704737"	"dimensionless"	"direct"	"0.85365572"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000262.xml"
"MCDS_S_0000000262.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.166 0.9861"	"dimensionless"	"Unit Vector"	"direct"	"4.56 271.57 0.0"	"micron"	"direct"	"28.75"	"micron^2"	"direct"	"6.051"	"micron"	"direct"	"6.9315"	"micron"	"direct"	"5.921"	"micron"	"direct"	"22.3995"	"micron"	"direct"	"3.0255"	"micron"	"direct"	"0.85421626"	"dimensionless"	"direct"	"0.72006394"	"dimensionless"	"direct"	"0.51991786"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000262.xml"
"MCDS_S_0000000262.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.2211 0.9753"	"dimensionless"	"Unit Vector"	"direct"	"5.67 198.19 0.0"	"micron"	"direct"	"35.4375"	"micron^2"	"direct"	"6.718"	"micron"	"direct"	"7.23725"	"micron"	"direct"	"6.446"	"micron"	"direct"	"23.20275"	"micron"	"direct"	"3.359"	"micron"	"direct"	"0.8906698"	"dimensionless"	"direct"	"0.82716856"	"dimensionless"	"direct"	"0.45465076"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000262.xml"
"MCDS_S_0000000262.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.9722 -0.2341"	"dimensionless"	"Unit Vector"	"direct"	"5.75 142.09 0.0"	"micron"	"direct"	"33.0"	"micron^2"	"direct"	"6.4825"	"micron"	"direct"	"8.1145"	"micron"	"direct"	"5.61725"	"micron"	"direct"	"24.87425"	"micron"	"direct"	"3.24125"	"micron"	"direct"	"0.69224844"	"dimensionless"	"direct"	"0.67022992"	"dimensionless"	"direct"	"0.72165926"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000262.xml"
"MCDS_S_0000000262.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.6419 0.7668"	"dimensionless"	"Unit Vector"	"direct"	"9.6 206.28 0.0"	"micron"	"direct"	"52.9375"	"micron^2"	"direct"	"8.2105"	"micron"	"direct"	"10.57225"	"micron"	"direct"	"7.64525"	"micron"	"direct"	"33.41"	"micron"	"direct"	"4.10525"	"micron"	"direct"	"0.72314313"	"dimensionless"	"direct"	"0.59596443"	"dimensionless"	"direct"	"0.6906982"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000262.xml"
"MCDS_S_0000000262.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.6051 0.7961"	"dimensionless"	"Unit Vector"	"direct"	"6.71 262.06 0.0"	"micron"	"direct"	"17.5625"	"micron^2"	"direct"	"4.729"	"micron"	"direct"	"6.755"	"micron"	"direct"	"3.52775"	"micron"	"direct"	"17.3995"	"micron"	"direct"	"2.3645"	"micron"	"direct"	"0.52224278"	"dimensionless"	"direct"	"0.72899184"	"dimensionless"	"direct"	"0.85279685"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000262.xml"
"MCDS_S_0000000262.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.125 -0.9922"	"dimensionless"	"Unit Vector"	"direct"	"9.14 136.54 0.0"	"micron"	"direct"	"44.5625"	"micron^2"	"direct"	"7.533"	"micron"	"direct"	"9.30725"	"micron"	"direct"	"6.127"	"micron"	"direct"	"25.7885"	"micron"	"direct"	"3.7665"	"micron"	"direct"	"0.65830401"	"dimensionless"	"direct"	"0.84202938"	"dimensionless"	"direct"	"0.75275217"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000262.xml"
