"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000316.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.9783 -0.2071"	"dimensionless"	"Unit Vector"	"direct"	"2.36 88.92 0.0"	"micron"	"direct"	"33.125"	"micron^2"	"direct"	"6.495"	"micron"	"direct"	"9.56375"	"micron"	"direct"	"4.78575"	"micron"	"direct"	"24.7175"	"micron"	"direct"	"3.2475"	"micron"	"direct"	"0.50040518"	"dimensionless"	"direct"	"0.68132867"	"dimensionless"	"direct"	"0.86579135"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000316.xml"
"MCDS_S_0000000316.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.9957 0.093"	"dimensionless"	"Unit Vector"	"direct"	"1.8 107.41 0.0"	"micron"	"direct"	"20.3125"	"micron^2"	"direct"	"5.086"	"micron"	"direct"	"8.146"	"micron"	"direct"	"3.552"	"micron"	"direct"	"21.80325"	"micron"	"direct"	"2.543"	"micron"	"direct"	"0.43604223"	"dimensionless"	"direct"	"0.5369462"	"dimensionless"	"direct"	"0.8999262"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000316.xml"
"MCDS_S_0000000316.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.9338 -0.3579"	"dimensionless"	"Unit Vector"	"direct"	"2.93 125.91 0.0"	"micron"	"direct"	"30.8125"	"micron^2"	"direct"	"6.264"	"micron"	"direct"	"7.0265"	"micron"	"direct"	"5.993"	"micron"	"direct"	"23.614"	"micron"	"direct"	"3.132"	"micron"	"direct"	"0.85291397"	"dimensionless"	"direct"	"0.69438077"	"dimensionless"	"direct"	"0.52205149"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000316.xml"
"MCDS_S_0000000316.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.9984 0.057"	"dimensionless"	"Unit Vector"	"direct"	"2.06 172.09 0.0"	"micron"	"direct"	"30.4375"	"micron^2"	"direct"	"6.226"	"micron"	"direct"	"10.17325"	"micron"	"direct"	"3.96575"	"micron"	"direct"	"25.364"	"micron"	"direct"	"3.113"	"micron"	"direct"	"0.38982135"	"dimensionless"	"direct"	"0.59454311"	"dimensionless"	"direct"	"0.9208905"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000316.xml"
"MCDS_S_0000000316.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.993 0.118"	"dimensionless"	"Unit Vector"	"direct"	"1.52 182.45 0.0"	"micron"	"direct"	"15.0"	"micron^2"	"direct"	"4.3705"	"micron"	"direct"	"8.29575"	"micron"	"direct"	"2.43125"	"micron"	"direct"	"18.33725"	"micron"	"direct"	"2.18525"	"micron"	"direct"	"0.29307175"	"dimensionless"	"direct"	"0.56057369"	"dimensionless"	"direct"	"0.95609045"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000316.xml"
"MCDS_S_0000000316.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.9722 -0.2341"	"dimensionless"	"Unit Vector"	"direct"	"6.45 225.84 0.0"	"micron"	"direct"	"74.0"	"micron^2"	"direct"	"9.7075"	"micron"	"direct"	"10.37075"	"micron"	"direct"	"9.62475"	"micron"	"direct"	"43.8225"	"micron"	"direct"	"4.85375"	"micron"	"direct"	"0.92806692"	"dimensionless"	"direct"	"0.48422509"	"dimensionless"	"direct"	"0.37241347"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000316.xml"
"MCDS_S_0000000316.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.9139 -0.406"	"dimensionless"	"Unit Vector"	"direct"	"3.03 269.02 0.0"	"micron"	"direct"	"13.0"	"micron^2"	"direct"	"4.069"	"micron"	"direct"	"8.788"	"micron"	"direct"	"2.412"	"micron"	"direct"	"21.7605"	"micron"	"direct"	"2.0345"	"micron"	"direct"	"0.27446518"	"dimensionless"	"direct"	"0.34499713"	"dimensionless"	"direct"	"0.96159704"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000316.xml"
"MCDS_S_0000000316.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.7544 0.6564"	"dimensionless"	"Unit Vector"	"direct"	"6.06 52.79 0.0"	"micron"	"direct"	"52.3125"	"micron^2"	"direct"	"8.162"	"micron"	"direct"	"11.7195"	"micron"	"direct"	"6.06325"	"micron"	"direct"	"36.38325"	"micron"	"direct"	"4.081"	"micron"	"direct"	"0.51736422"	"dimensionless"	"direct"	"0.49660645"	"dimensionless"	"direct"	"0.85576531"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000316.xml"
"MCDS_S_0000000316.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.9295 0.3688"	"dimensionless"	"Unit Vector"	"direct"	"3.6 153.96 0.0"	"micron"	"direct"	"36.875"	"micron^2"	"direct"	"6.8525"	"micron"	"direct"	"9.4815"	"micron"	"direct"	"5.32875"	"micron"	"direct"	"27.46025"	"micron"	"direct"	"3.42625"	"micron"	"direct"	"0.5620155"	"dimensionless"	"direct"	"0.61451561"	"dimensionless"	"direct"	"0.8271267"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000316.xml"
"MCDS_S_0000000316.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.1909 -0.9816"	"dimensionless"	"Unit Vector"	"direct"	"6.68 213.3 0.0"	"micron"	"direct"	"50.3125"	"micron^2"	"direct"	"8.0045"	"micron"	"direct"	"8.40625"	"micron"	"direct"	"7.64925"	"micron"	"direct"	"27.228"	"micron"	"direct"	"4.00225"	"micron"	"direct"	"0.90994796"	"dimensionless"	"direct"	"0.85281391"	"dimensionless"	"direct"	"0.41472246"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000316.xml"
