"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000165.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.9993 0.038"	"dimensionless"	"Unit Vector"	"direct"	"1.27 10.07 0.0"	"micron"	"direct"	"12.5625"	"micron^2"	"direct"	"4.0"	"micron"	"direct"	"5.16"	"micron"	"direct"	"3.15325"	"micron"	"direct"	"13.5355"	"micron"	"direct"	"2.0"	"micron"	"direct"	"0.61109496"	"dimensionless"	"direct"	"0.86166278"	"dimensionless"	"direct"	"0.79155729"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000165.xml"
"MCDS_S_0000000165.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.9912 0.132"	"dimensionless"	"Unit Vector"	"direct"	"2.26 87.31 0.0"	"micron"	"direct"	"47.6875"	"micron^2"	"direct"	"7.793"	"micron"	"direct"	"11.36475"	"micron"	"direct"	"5.593"	"micron"	"direct"	"29.2175"	"micron"	"direct"	"3.8965"	"micron"	"direct"	"0.49213577"	"dimensionless"	"direct"	"0.70198578"	"dimensionless"	"direct"	"0.87051846"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000165.xml"
"MCDS_S_0000000165.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.9911 -0.133"	"dimensionless"	"Unit Vector"	"direct"	"2.26 99.0 0.0"	"micron"	"direct"	"37.25"	"micron^2"	"direct"	"6.8875"	"micron"	"direct"	"8.533"	"micron"	"direct"	"5.936"	"micron"	"direct"	"24.63175"	"micron"	"direct"	"3.44375"	"micron"	"direct"	"0.69565217"	"dimensionless"	"direct"	"0.77151719"	"dimensionless"	"direct"	"0.71837877"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000165.xml"
"MCDS_S_0000000165.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.9915 0.1301"	"dimensionless"	"Unit Vector"	"direct"	"2.12 139.85 0.0"	"micron"	"direct"	"39.1875"	"micron^2"	"direct"	"7.0645"	"micron"	"direct"	"9.84675"	"micron"	"direct"	"5.23775"	"micron"	"direct"	"24.864"	"micron"	"direct"	"3.53225"	"micron"	"direct"	"0.53192678"	"dimensionless"	"direct"	"0.79655438"	"dimensionless"	"direct"	"0.84679035"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000165.xml"
"MCDS_S_0000000165.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.9019 0.432"	"dimensionless"	"Unit Vector"	"direct"	"1.72 147.84 0.0"	"micron"	"direct"	"22.1875"	"micron^2"	"direct"	"5.3155"	"micron"	"direct"	"9.3305"	"micron"	"direct"	"4.02825"	"micron"	"direct"	"23.91575"	"micron"	"direct"	"2.65775"	"micron"	"direct"	"0.43172927"	"dimensionless"	"direct"	"0.48747262"	"dimensionless"	"direct"	"0.90200323"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000165.xml"
"MCDS_S_0000000165.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.8848 0.4659"	"dimensionless"	"Unit Vector"	"direct"	"3.39 153.37 0.0"	"micron"	"direct"	"45.625"	"micron^2"	"direct"	"7.6225"	"micron"	"direct"	"12.8405"	"micron"	"direct"	"4.557"	"micron"	"direct"	"29.55625"	"micron"	"direct"	"3.81125"	"micron"	"direct"	"0.35489272"	"dimensionless"	"direct"	"0.65631764"	"dimensionless"	"direct"	"0.93490703"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000165.xml"
"MCDS_S_0000000165.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"1.0 0.009"	"dimensionless"	"Unit Vector"	"direct"	"2.88 181.06 0.0"	"micron"	"direct"	"63.25"	"micron^2"	"direct"	"8.975"	"micron"	"direct"	"13.182"	"micron"	"direct"	"6.20925"	"micron"	"direct"	"32.7885"	"micron"	"direct"	"4.4875"	"micron"	"direct"	"0.47104005"	"dimensionless"	"direct"	"0.73931122"	"dimensionless"	"direct"	"0.88211182"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000165.xml"
"MCDS_S_0000000165.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.9999 -0.011"	"dimensionless"	"Unit Vector"	"direct"	"0.87 213.59 0.0"	"micron"	"direct"	"15.0"	"micron^2"	"direct"	"4.3705"	"micron"	"direct"	"8.18325"	"micron"	"direct"	"2.49325"	"micron"	"direct"	"18.5105"	"micron"	"direct"	"2.18525"	"micron"	"direct"	"0.30467724"	"dimensionless"	"direct"	"0.55012936"	"dimensionless"	"direct"	"0.95245566"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000165.xml"
"MCDS_S_0000000165.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.8567 0.5158"	"dimensionless"	"Unit Vector"	"direct"	"2.74 221.08 0.0"	"micron"	"direct"	"25.9375"	"micron^2"	"direct"	"5.747"	"micron"	"direct"	"8.439"	"micron"	"direct"	"4.71"	"micron"	"direct"	"27.262"	"micron"	"direct"	"2.8735"	"micron"	"direct"	"0.558123"	"dimensionless"	"direct"	"0.43855347"	"dimensionless"	"direct"	"0.82975823"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000165.xml"
"MCDS_S_0000000165.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.9963 -0.086"	"dimensionless"	"Unit Vector"	"direct"	"0.75 255.31 0.0"	"micron"	"direct"	"15.4375"	"micron^2"	"direct"	"4.434"	"micron"	"direct"	"10.7975"	"micron"	"direct"	"1.8835"	"micron"	"direct"	"22.24275"	"micron"	"direct"	"2.217"	"micron"	"direct"	"0.17443853"	"dimensionless"	"direct"	"0.39211177"	"dimensionless"	"direct"	"0.98466807"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000165.xml"
