"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000269.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.7861 0.6181"	"dimensionless"	"Unit Vector"	"direct"	"3.33 11.6 0.0"	"micron"	"direct"	"51.1875"	"micron^2"	"direct"	"8.074"	"micron"	"direct"	"12.95525"	"micron"	"direct"	"6.19575"	"micron"	"direct"	"35.87425"	"micron"	"direct"	"4.037"	"micron"	"direct"	"0.47824241"	"dimensionless"	"direct"	"0.49981366"	"dimensionless"	"direct"	"0.87822787"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000269.xml"
"MCDS_S_0000000269.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.9997 0.026"	"dimensionless"	"Unit Vector"	"direct"	"0.96 157.28 0.0"	"micron"	"direct"	"14.875"	"micron^2"	"direct"	"4.3525"	"micron"	"direct"	"7.53475"	"micron"	"direct"	"2.62875"	"micron"	"direct"	"17.30325"	"micron"	"direct"	"2.17625"	"micron"	"direct"	"0.34888351"	"dimensionless"	"direct"	"0.62432607"	"dimensionless"	"direct"	"0.9371661"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000269.xml"
"MCDS_S_0000000269.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.8127 0.5828"	"dimensionless"	"Unit Vector"	"direct"	"4.13 164.95 0.0"	"micron"	"direct"	"61.0625"	"micron^2"	"direct"	"8.8185"	"micron"	"direct"	"12.433"	"micron"	"direct"	"6.48125"	"micron"	"direct"	"33.583"	"micron"	"direct"	"4.40925"	"micron"	"direct"	"0.52129414"	"dimensionless"	"direct"	"0.68037049"	"dimensionless"	"direct"	"0.85337707"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000269.xml"
"MCDS_S_0000000269.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.8473 0.5312"	"dimensionless"	"Unit Vector"	"direct"	"1.87 193.71 0.0"	"micron"	"direct"	"19.25"	"micron^2"	"direct"	"4.951"	"micron"	"direct"	"5.96675"	"micron"	"direct"	"4.3575"	"micron"	"direct"	"17.6745"	"micron"	"direct"	"2.4755"	"micron"	"direct"	"0.73029706"	"dimensionless"	"direct"	"0.77436609"	"dimensionless"	"direct"	"0.68312971"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000269.xml"
"MCDS_S_0000000269.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.933 -0.36"	"dimensionless"	"Unit Vector"	"direct"	"3.87 186.59 0.0"	"micron"	"direct"	"24.75"	"micron^2"	"direct"	"5.614"	"micron"	"direct"	"6.2535"	"micron"	"direct"	"5.08275"	"micron"	"direct"	"18.071"	"micron"	"direct"	"2.807"	"micron"	"direct"	"0.81278484"	"dimensionless"	"direct"	"0.95240287"	"dimensionless"	"direct"	"0.58256399"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000269.xml"
"MCDS_S_0000000269.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.2982 -0.9545"	"dimensionless"	"Unit Vector"	"direct"	"10.7 176.2 0.0"	"micron"	"direct"	"41.5625"	"micron^2"	"direct"	"7.275"	"micron"	"direct"	"11.7475"	"micron"	"direct"	"4.631"	"micron"	"direct"	"28.0815"	"micron"	"direct"	"3.6375"	"micron"	"direct"	"0.39421153"	"dimensionless"	"direct"	"0.66232466"	"dimensionless"	"direct"	"0.91901973"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000269.xml"
"MCDS_S_0000000269.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.72 0.694"	"dimensionless"	"Unit Vector"	"direct"	"10.03 13.55 0.0"	"micron"	"direct"	"44.625"	"micron^2"	"direct"	"7.5385"	"micron"	"direct"	"9.5085"	"micron"	"direct"	"6.0995"	"micron"	"direct"	"25.935"	"micron"	"direct"	"3.76925"	"micron"	"direct"	"0.64147868"	"dimensionless"	"direct"	"0.83371111"	"dimensionless"	"direct"	"0.76714087"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000269.xml"
"MCDS_S_0000000269.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.3829 -0.9238"	"dimensionless"	"Unit Vector"	"direct"	"11.26 190.02 0.0"	"micron"	"direct"	"41.0625"	"micron^2"	"direct"	"7.2315"	"micron"	"direct"	"10.83825"	"micron"	"direct"	"4.9895"	"micron"	"direct"	"26.84925"	"micron"	"direct"	"3.61575"	"micron"	"direct"	"0.4603603"	"dimensionless"	"direct"	"0.71579875"	"dimensionless"	"direct"	"0.88773216"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000269.xml"
"MCDS_S_0000000269.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.9481 0.318"	"dimensionless"	"Unit Vector"	"direct"	"11.14 81.56 0.0"	"micron"	"direct"	"50.5625"	"micron^2"	"direct"	"8.0245"	"micron"	"direct"	"8.69325"	"micron"	"direct"	"7.509"	"micron"	"direct"	"27.546"	"micron"	"direct"	"4.01225"	"micron"	"direct"	"0.86377362"	"dimensionless"	"direct"	"0.83737756"	"dimensionless"	"direct"	"0.50388008"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000269.xml"
"MCDS_S_0000000269.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.8783 0.4782"	"dimensionless"	"Unit Vector"	"direct"	"11.39 103.4 0.0"	"micron"	"direct"	"28.6875"	"micron^2"	"direct"	"6.044"	"micron"	"direct"	"6.873"	"micron"	"direct"	"5.3455"	"micron"	"direct"	"19.96025"	"micron"	"direct"	"3.022"	"micron"	"direct"	"0.77775353"	"dimensionless"	"direct"	"0.90483755"	"dimensionless"	"direct"	"0.62856937"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000269.xml"
