"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000018.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.4809 0.8768"	"dimensionless"	"Unit Vector"	"direct"	"5.72 153.32 0.0"	"micron"	"direct"	"67.125"	"micron^2"	"direct"	"9.2455"	"micron"	"direct"	"12.588"	"micron"	"direct"	"8.0245"	"micron"	"direct"	"49.512"	"micron"	"direct"	"4.62275"	"micron"	"direct"	"0.6374722"	"dimensionless"	"direct"	"0.34409093"	"dimensionless"	"direct"	"0.77047336"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000018.xml"
"MCDS_S_0000000018.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.9985 -0.054"	"dimensionless"	"Unit Vector"	"direct"	"4.84 168.62 0.0"	"micron"	"direct"	"137.5625"	"micron^2"	"direct"	"13.2355"	"micron"	"direct"	"18.312"	"micron"	"direct"	"10.35875"	"micron"	"direct"	"57.60825"	"micron"	"direct"	"6.61775"	"micron"	"direct"	"0.56568097"	"dimensionless"	"direct"	"0.52088345"	"dimensionless"	"direct"	"0.82462418"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000018.xml"
"MCDS_S_0000000018.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.9887 -0.15"	"dimensionless"	"Unit Vector"	"direct"	"2.93 183.1 0.0"	"micron"	"direct"	"32.4375"	"micron^2"	"direct"	"6.427"	"micron"	"direct"	"7.6465"	"micron"	"direct"	"5.52475"	"micron"	"direct"	"22.898"	"micron"	"direct"	"3.2135"	"micron"	"direct"	"0.72252011"	"dimensionless"	"direct"	"0.77743151"	"dimensionless"	"direct"	"0.69134991"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000018.xml"
"MCDS_S_0000000018.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.9963 -0.086"	"dimensionless"	"Unit Vector"	"direct"	"2.28 192.28 0.0"	"micron"	"direct"	"31.9375"	"micron^2"	"direct"	"6.3775"	"micron"	"direct"	"9.44625"	"micron"	"direct"	"5.4005"	"micron"	"direct"	"29.071"	"micron"	"direct"	"3.18875"	"micron"	"direct"	"0.57170835"	"dimensionless"	"direct"	"0.47488761"	"dimensionless"	"direct"	"0.82045692"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000018.xml"
"MCDS_S_0000000018.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.9962 -0.087"	"dimensionless"	"Unit Vector"	"direct"	"5.27 198.65 0.0"	"micron"	"direct"	"33.0"	"micron^2"	"direct"	"6.4825"	"micron"	"direct"	"8.31"	"micron"	"direct"	"5.8755"	"micron"	"direct"	"28.8995"	"micron"	"direct"	"3.24125"	"micron"	"direct"	"0.70703971"	"dimensionless"	"direct"	"0.49652732"	"dimensionless"	"direct"	"0.70717384"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000018.xml"
"MCDS_S_0000000018.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.3562 0.9344"	"dimensionless"	"Unit Vector"	"direct"	"3.85 280.83 0.0"	"micron"	"direct"	"36.0625"	"micron^2"	"direct"	"6.777"	"micron"	"direct"	"6.961"	"micron"	"direct"	"6.65825"	"micron"	"direct"	"23.30475"	"micron"	"direct"	"3.3885"	"micron"	"direct"	"0.95650769"	"dimensionless"	"direct"	"0.83440481"	"dimensionless"	"direct"	"0.29170713"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000018.xml"
"MCDS_S_0000000018.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.9981 -0.062"	"dimensionless"	"Unit Vector"	"direct"	"2.35 289.74 0.0"	"micron"	"direct"	"23.875"	"micron^2"	"direct"	"5.514"	"micron"	"direct"	"6.78075"	"micron"	"direct"	"4.61625"	"micron"	"direct"	"19.071"	"micron"	"direct"	"2.757"	"micron"	"direct"	"0.68078752"	"dimensionless"	"direct"	"0.82490951"	"dimensionless"	"direct"	"0.73248095"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000018.xml"
"MCDS_S_0000000018.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.9925 0.1219"	"dimensionless"	"Unit Vector"	"direct"	"2.15 297.63 0.0"	"micron"	"direct"	"18.3125"	"micron^2"	"direct"	"4.829"	"micron"	"direct"	"5.65925"	"micron"	"direct"	"4.30375"	"micron"	"direct"	"16.44975"	"micron"	"direct"	"2.4145"	"micron"	"direct"	"0.76048063"	"dimensionless"	"direct"	"0.85043064"	"dimensionless"	"direct"	"0.64936062"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000018.xml"
"MCDS_S_0000000018.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.9696 -0.2449"	"dimensionless"	"Unit Vector"	"direct"	"2.35 310.35 0.0"	"micron"	"direct"	"31.3125"	"micron^2"	"direct"	"6.3145"	"micron"	"direct"	"9.88175"	"micron"	"direct"	"4.88575"	"micron"	"direct"	"28.30325"	"micron"	"direct"	"3.15725"	"micron"	"direct"	"0.49442153"	"dimensionless"	"direct"	"0.49119619"	"dimensionless"	"direct"	"0.86922227"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000018.xml"
"MCDS_S_0000000018.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.975 0.222"	"dimensionless"	"Unit Vector"	"direct"	"2.59 317.2 0.0"	"micron"	"direct"	"25.125"	"micron^2"	"direct"	"5.6565"	"micron"	"direct"	"6.47175"	"micron"	"direct"	"5.04725"	"micron"	"direct"	"18.74275"	"micron"	"direct"	"2.82825"	"micron"	"direct"	"0.77988952"	"dimensionless"	"direct"	"0.89877154"	"dimensionless"	"direct"	"0.6259172"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000018.xml"
"MCDS_S_0000000018.0.10"	"Geometrical Property Characterization"	"individual"	"nucleus"	"10"	"0.315 -0.9491"	"dimensionless"	"Unit Vector"	"direct"	"3.7 324.21 0.0"	"micron"	"direct"	"26.25"	"micron^2"	"direct"	"5.782"	"micron"	"direct"	"6.35825"	"micron"	"direct"	"5.43575"	"micron"	"direct"	"21.94975"	"micron"	"direct"	"2.891"	"micron"	"direct"	"0.85491291"	"dimensionless"	"direct"	"0.68466798"	"dimensionless"	"direct"	"0.51877155"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000018.xml"
"MCDS_S_0000000018.0.11"	"Geometrical Property Characterization"	"individual"	"nucleus"	"11"	"0.004 1.0"	"dimensionless"	"Unit Vector"	"direct"	"6.01 387.23 0.0"	"micron"	"direct"	"32.625"	"micron^2"	"direct"	"6.4455"	"micron"	"direct"	"12.21125"	"micron"	"direct"	"3.93525"	"micron"	"direct"	"31.3565"	"micron"	"direct"	"3.22275"	"micron"	"direct"	"0.32226431"	"dimensionless"	"direct"	"0.4169704"	"dimensionless"	"direct"	"0.94664973"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000018.xml"
"MCDS_S_0000000018.0.12"	"Geometrical Property Characterization"	"individual"	"nucleus"	"12"	"0.9108 0.4129"	"dimensionless"	"Unit Vector"	"direct"	"5.57 137.97 0.0"	"micron"	"direct"	"40.3125"	"micron^2"	"direct"	"7.165"	"micron"	"direct"	"8.18125"	"micron"	"direct"	"6.5825"	"micron"	"direct"	"26.83875"	"micron"	"direct"	"3.5825"	"micron"	"direct"	"0.80458365"	"dimensionless"	"direct"	"0.70327475"	"dimensionless"	"direct"	"0.59383933"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000018.xml"
