"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000052.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.3249 0.9457"	"dimensionless"	"Unit Vector"	"direct"	"6.08 8.95 0.0"	"micron"	"direct"	"56.9375"	"micron^2"	"direct"	"8.515"	"micron"	"direct"	"11.66925"	"micron"	"direct"	"9.04725"	"micron"	"direct"	"48.5815"	"micron"	"direct"	"4.2575"	"micron"	"direct"	"0.7753069"	"dimensionless"	"direct"	"0.30315617"	"dimensionless"	"direct"	"0.63158469"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000052.xml"
"MCDS_S_0000000052.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"1.0 0.005"	"dimensionless"	"Unit Vector"	"direct"	"3.53 20.24 0.0"	"micron"	"direct"	"83.125"	"micron^2"	"direct"	"10.2885"	"micron"	"direct"	"18.34575"	"micron"	"direct"	"7.3585"	"micron"	"direct"	"70.06525"	"micron"	"direct"	"5.14425"	"micron"	"direct"	"0.40110107"	"dimensionless"	"direct"	"0.21278263"	"dimensionless"	"direct"	"0.9160338"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000052.xml"
"MCDS_S_0000000052.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.7808 -0.6248"	"dimensionless"	"Unit Vector"	"direct"	"2.48 43.87 0.0"	"micron"	"direct"	"20.9375"	"micron^2"	"direct"	"5.1635"	"micron"	"direct"	"7.6925"	"micron"	"direct"	"4.972"	"micron"	"direct"	"25.5015"	"micron"	"direct"	"2.58175"	"micron"	"direct"	"0.64634384"	"dimensionless"	"direct"	"0.40457891"	"dimensionless"	"direct"	"0.76304629"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000052.xml"
"MCDS_S_0000000052.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.2479 0.9688"	"dimensionless"	"Unit Vector"	"direct"	"3.9 50.39 0.0"	"micron"	"direct"	"24.125"	"micron^2"	"direct"	"5.543"	"micron"	"direct"	"8.356"	"micron"	"direct"	"4.93125"	"micron"	"direct"	"31.571"	"micron"	"direct"	"2.7715"	"micron"	"direct"	"0.59014481"	"dimensionless"	"direct"	"0.30415889"	"dimensionless"	"direct"	"0.80729741"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000052.xml"
"MCDS_S_0000000052.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.9992 0.04"	"dimensionless"	"Unit Vector"	"direct"	"1.31 68.79 0.0"	"micron"	"direct"	"16.125"	"micron^2"	"direct"	"4.5315"	"micron"	"direct"	"9.79575"	"micron"	"direct"	"2.47825"	"micron"	"direct"	"23.2945"	"micron"	"direct"	"2.26575"	"micron"	"direct"	"0.25299237"	"dimensionless"	"direct"	"0.37342449"	"dimensionless"	"direct"	"0.96746827"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000052.xml"
"MCDS_S_0000000052.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.143 -0.9897"	"dimensionless"	"Unit Vector"	"direct"	"5.35 128.57 0.0"	"micron"	"direct"	"42.125"	"micron^2"	"direct"	"7.3245"	"micron"	"direct"	"7.97275"	"micron"	"direct"	"7.6145"	"micron"	"direct"	"37.80475"	"micron"	"direct"	"3.66225"	"micron"	"direct"	"0.95506569"	"dimensionless"	"direct"	"0.37038811"	"dimensionless"	"direct"	"0.2963942"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000052.xml"
"MCDS_S_0000000052.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.031 0.9995"	"dimensionless"	"Unit Vector"	"direct"	"3.13 136.7 0.0"	"micron"	"direct"	"13.8125"	"micron^2"	"direct"	"4.194"	"micron"	"direct"	"5.9165"	"micron"	"direct"	"3.32375"	"micron"	"direct"	"17.5015"	"micron"	"direct"	"2.097"	"micron"	"direct"	"0.56177639"	"dimensionless"	"direct"	"0.56667181"	"dimensionless"	"direct"	"0.82728912"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000052.xml"
"MCDS_S_0000000052.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.9962 -0.087"	"dimensionless"	"Unit Vector"	"direct"	"2.89 142.84 0.0"	"micron"	"direct"	"33.625"	"micron^2"	"direct"	"6.544"	"micron"	"direct"	"7.58175"	"micron"	"direct"	"6.503"	"micron"	"direct"	"28.4245"	"micron"	"direct"	"3.272"	"micron"	"direct"	"0.85771755"	"dimensionless"	"direct"	"0.5229817"	"dimensionless"	"direct"	"0.5141212"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000052.xml"
"MCDS_S_0000000052.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.4528 -0.8916"	"dimensionless"	"Unit Vector"	"direct"	"6.53 151.31 0.0"	"micron"	"direct"	"70.5625"	"micron^2"	"direct"	"9.4795"	"micron"	"direct"	"12.8335"	"micron"	"direct"	"7.99725"	"micron"	"direct"	"48.694"	"micron"	"direct"	"4.73975"	"micron"	"direct"	"0.62315424"	"dimensionless"	"direct"	"0.37396669"	"dimensionless"	"direct"	"0.78209896"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000052.xml"
"MCDS_S_0000000052.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.8246 0.5657"	"dimensionless"	"Unit Vector"	"direct"	"5.1 174.68 0.0"	"micron"	"direct"	"72.1875"	"micron^2"	"direct"	"9.588"	"micron"	"direct"	"14.492"	"micron"	"direct"	"7.86125"	"micron"	"direct"	"58.98675"	"micron"	"direct"	"4.794"	"micron"	"direct"	"0.54245446"	"dimensionless"	"direct"	"0.26071315"	"dimensionless"	"direct"	"0.84008521"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000052.xml"
