"Sample Name"	"Characteristic[Phenotype Type]"	"Characteristic[Cell Cycle Model]"	"Characteristic[Cell Cycle Phase]"	"Protocol REF"	"Parameter Value[Birth Rate]"	"Units"	"Characteristic[Birth Rate - Measurement Type]"	"Parameter Value[Death Rate]"	"Units"	"Characteristic[Death Rate - Type]"	"Characteristic[Death Rate - Measurement Type]"	"Parameter Value[Duration]"	"Units"	"Characteristic[Duration - Measurement Type]"	"Parameter Value[Net Birth Rate]"	"Units"	"Characteristic[Net Birth Rate - Measurement Type]"	"Parameter Value[Population Doubling Time]"	"Units"	"Characteristic[Population Doubling Time - Measurement Type]"	"Assay Name"	"MCDS-DCL File"
"MCDS_L_0000000052.0.0"	"expected"	"Ki67_advanced"	"Ki67_premitotic"	"Cell Cycle Characterization"	""	""	""	"0.000152"	"1/hour"	"apoptosis"	"inferred"	"13.0"	"hour"	"estimated"	""	""	""	"4342.15"	"hour"	"inferred"	"viable"	"MCDS_L_0000000052.xml"
"MCDS_L_0000000052.0.0"	"expected"	"Ki67_advanced"	"Ki67_postmitotic"	"Cell Cycle Characterization"	""	""	""	"0.000152"	"1/hour"	"apoptosis"	"inferred"	"2.5"	"hour"	"estimated"	""	""	""	"4342.15"	"hour"	"inferred"	"viable"	"MCDS_L_0000000052.xml"
"MCDS_L_0000000052.0.0"	"expected"	"Ki67_advanced"	"quiescent"	"Cell Cycle Characterization"	""	""	""	"0.000152"	"1/hour"	"apoptosis"	"inferred"	"3178.85"	"hour"	"inferred"	""	""	""	"4342.15"	"hour"	"inferred"	"viable"	"MCDS_L_0000000052.xml"
"MCDS_L_0000000052.0.0"	"expected"	"Ki67_basic"	"proliferating"	"Cell Cycle Characterization"	""	""	""	"0.000152"	"1/hour"	"apoptosis"	"inferred"	"18.0"	"hour"	"estimated"	""	""	""	"4342.15"	"hour"	"inferred"	"viable"	"MCDS_L_0000000052.xml"
"MCDS_L_0000000052.0.0"	"expected"	"Ki67_basic"	"quiescent"	"Cell Cycle Characterization"	""	""	""	"0.000152"	"1/hour"	"apoptosis"	"inferred"	"3173.93"	"hour"	"inferred"	""	""	""	"4342.15"	"hour"	"inferred"	"viable"	"MCDS_L_0000000052.xml"
"MCDS_L_0000000052.0.0"	"expected"	"live_dead"	"live"	"Cell Cycle Characterization"	"0.000312"	"1/hour"	"inferred"	"0.000152"	"1/hour"	"apoptosis"	"inferred"	"6264.4"	"hour"	"inferred"	""	""	""	"4342.15"	"hour"	"inferred"	"viable"	"MCDS_L_0000000052.xml"
"MCDS_L_0000000052.0.0"	"expected"	"total_cells"	"all"	"Cell Cycle Characterization"	""	""	""	""	""	""	""	"6264.4"	"hour"	"inferred"	"0.00016"	"1/hour"	"inferred"	"4342.15"	"hour"	"inferred"	"viable"	"MCDS_L_0000000052.xml"
"MCDS_L_0000000052.0.1"	"expected"	"Ki67_advanced"	"Ki67_premitotic"	"Cell Cycle Characterization"	""	""	""	"0.000152"	"1/hour"	"apoptosis"	"inferred"	"13.0"	"hour"	"estimated"	""	""	""	"1095.97"	"hour"	"inferred"	"hypoxic"	"MCDS_L_0000000052.xml"
"MCDS_L_0000000052.0.1"	"expected"	"Ki67_advanced"	"Ki67_postmitotic"	"Cell Cycle Characterization"	""	""	""	"0.000152"	"1/hour"	"apoptosis"	"inferred"	"2.5"	"hour"	"estimated"	""	""	""	"1095.97"	"hour"	"inferred"	"hypoxic"	"MCDS_L_0000000052.xml"
"MCDS_L_0000000052.0.1"	"expected"	"Ki67_advanced"	"quiescent"	"Cell Cycle Characterization"	""	""	""	"0.000152"	"1/hour"	"apoptosis"	"inferred"	"1244.23"	"hour"	"inferred"	""	""	""	"1095.97"	"hour"	"inferred"	"hypoxic"	"MCDS_L_0000000052.xml"
"MCDS_L_0000000052.0.1"	"expected"	"Ki67_basic"	"proliferating"	"Cell Cycle Characterization"	""	""	""	"0.000152"	"1/hour"	"apoptosis"	"inferred"	"17.99"	"hour"	"estimated"	""	""	""	"1095.97"	"hour"	"inferred"	"hypoxic"	"MCDS_L_0000000052.xml"
"MCDS_L_0000000052.0.1"	"expected"	"Ki67_basic"	"quiescent"	"Cell Cycle Characterization"	""	""	""	"0.000152"	"1/hour"	"apoptosis"	"inferred"	"1239.43"	"hour"	"inferred"	""	""	""	"1095.97"	"hour"	"inferred"	"hypoxic"	"MCDS_L_0000000052.xml"
