"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000296.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.9827 -0.185"	"dimensionless"	"Unit Vector"	"direct"	"1.47 5.14 0.0"	"micron"	"direct"	"20.25"	"micron^2"	"direct"	"5.078"	"micron"	"direct"	"7.3295"	"micron"	"direct"	"3.653"	"micron"	"direct"	"18.4245"	"micron"	"direct"	"2.539"	"micron"	"direct"	"0.49839689"	"dimensionless"	"direct"	"0.74962398"	"dimensionless"	"direct"	"0.86694898"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000296.xml"
"MCDS_S_0000000296.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.7978 -0.6029"	"dimensionless"	"Unit Vector"	"direct"	"1.8 140.39 0.0"	"micron"	"direct"	"12.8125"	"micron^2"	"direct"	"4.0395"	"micron"	"direct"	"6.577"	"micron"	"direct"	"2.59825"	"micron"	"direct"	"15.98525"	"micron"	"direct"	"2.01975"	"micron"	"direct"	"0.39505094"	"dimensionless"	"direct"	"0.63009332"	"dimensionless"	"direct"	"0.91865922"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000296.xml"
"MCDS_S_0000000296.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.9796 -0.2009"	"dimensionless"	"Unit Vector"	"direct"	"1.03 148.59 0.0"	"micron"	"direct"	"14.125"	"micron^2"	"direct"	"4.241"	"micron"	"direct"	"7.349"	"micron"	"direct"	"2.723"	"micron"	"direct"	"17.44975"	"micron"	"direct"	"2.1205"	"micron"	"direct"	"0.3705266"	"dimensionless"	"direct"	"0.58293469"	"dimensionless"	"direct"	"0.92882185"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000296.xml"
"MCDS_S_0000000296.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.7307 -0.6827"	"dimensionless"	"Unit Vector"	"direct"	"3.07 166.97 0.0"	"micron"	"direct"	"27.0"	"micron^2"	"direct"	"5.864"	"micron"	"direct"	"8.414"	"micron"	"direct"	"4.12075"	"micron"	"direct"	"20.6065"	"micron"	"direct"	"2.932"	"micron"	"direct"	"0.48974923"	"dimensionless"	"direct"	"0.79903382"	"dimensionless"	"direct"	"0.87186335"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000296.xml"
"MCDS_S_0000000296.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.9876 0.1569"	"dimensionless"	"Unit Vector"	"direct"	"1.46 184.32 0.0"	"micron"	"direct"	"15.9375"	"micron^2"	"direct"	"4.505"	"micron"	"direct"	"5.86675"	"micron"	"direct"	"3.50475"	"micron"	"direct"	"15.09625"	"micron"	"direct"	"2.2525"	"micron"	"direct"	"0.59739208"	"dimensionless"	"direct"	"0.87880375"	"dimensionless"	"direct"	"0.80194931"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000296.xml"
"MCDS_S_0000000296.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.2961 -0.9552"	"dimensionless"	"Unit Vector"	"direct"	"2.96 205.53 0.0"	"micron"	"direct"	"19.8125"	"micron^2"	"direct"	"5.023"	"micron"	"direct"	"6.437"	"micron"	"direct"	"4.34975"	"micron"	"direct"	"20.1925"	"micron"	"direct"	"2.5115"	"micron"	"direct"	"0.67574181"	"dimensionless"	"direct"	"0.6106171"	"dimensionless"	"direct"	"0.73713839"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000296.xml"
"MCDS_S_0000000296.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.998 -0.063"	"dimensionless"	"Unit Vector"	"direct"	"2.32 73.08 0.0"	"micron"	"direct"	"16.6875"	"micron^2"	"direct"	"4.61"	"micron"	"direct"	"7.938"	"micron"	"direct"	"2.72725"	"micron"	"direct"	"17.80325"	"micron"	"direct"	"2.305"	"micron"	"direct"	"0.34356891"	"dimensionless"	"direct"	"0.66161076"	"dimensionless"	"direct"	"0.93912747"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000296.xml"
"MCDS_S_0000000296.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.9685 -0.2489"	"dimensionless"	"Unit Vector"	"direct"	"4.4 108.8 0.0"	"micron"	"direct"	"20.8125"	"micron^2"	"direct"	"5.148"	"micron"	"direct"	"6.60725"	"micron"	"direct"	"4.02575"	"micron"	"direct"	"17.2175"	"micron"	"direct"	"2.574"	"micron"	"direct"	"0.60929282"	"dimensionless"	"direct"	"0.8822546"	"dimensionless"	"direct"	"0.7929453"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000296.xml"
"MCDS_S_0000000296.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.421 -0.907"	"dimensionless"	"Unit Vector"	"direct"	"7.26 175.12 0.0"	"micron"	"direct"	"31.4375"	"micron^2"	"direct"	"6.3275"	"micron"	"direct"	"8.92475"	"micron"	"direct"	"4.6575"	"micron"	"direct"	"22.81375"	"micron"	"direct"	"3.16375"	"micron"	"direct"	"0.52186336"	"dimensionless"	"direct"	"0.75903973"	"dimensionless"	"direct"	"0.85302909"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000296.xml"
"MCDS_S_0000000296.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.36 -0.933"	"dimensionless"	"Unit Vector"	"direct"	"5.12 87.18 0.0"	"micron"	"direct"	"14.5"	"micron^2"	"direct"	"4.297"	"micron"	"direct"	"4.7875"	"micron"	"direct"	"3.89325"	"micron"	"direct"	"14.0105"	"micron"	"direct"	"2.1485"	"micron"	"direct"	"0.81321149"	"dimensionless"	"direct"	"0.92826205"	"dimensionless"	"direct"	"0.58196828"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000296.xml"
