"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000136.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.939 -0.344"	"dimensionless"	"Unit Vector"	"direct"	"2.61 149.75 0.0"	"micron"	"direct"	"43.0625"	"micron^2"	"direct"	"7.4055"	"micron"	"direct"	"13.44025"	"micron"	"direct"	"4.94325"	"micron"	"direct"	"33.753"	"micron"	"direct"	"3.70275"	"micron"	"direct"	"0.3677945"	"dimensionless"	"direct"	"0.47498987"	"dimensionless"	"direct"	"0.9299071"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000136.xml"
"MCDS_S_0000000136.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.7549 -0.6559"	"dimensionless"	"Unit Vector"	"direct"	"2.04 200.17 0.0"	"micron"	"direct"	"16.5625"	"micron^2"	"direct"	"4.5925"	"micron"	"direct"	"4.824"	"micron"	"direct"	"4.5735"	"micron"	"direct"	"15.2175"	"micron"	"direct"	"2.29625"	"micron"	"direct"	"0.94807214"	"dimensionless"	"direct"	"0.89877117"	"dimensionless"	"direct"	"0.31805537"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000136.xml"
"MCDS_S_0000000136.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.4279 0.9038"	"dimensionless"	"Unit Vector"	"direct"	"3.54 240.07 0.0"	"micron"	"direct"	"37.875"	"micron^2"	"direct"	"6.945"	"micron"	"direct"	"8.34525"	"micron"	"direct"	"6.0125"	"micron"	"direct"	"24.1925"	"micron"	"direct"	"3.4725"	"micron"	"direct"	"0.72046973"	"dimensionless"	"direct"	"0.81320681"	"dimensionless"	"direct"	"0.69348639"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000136.xml"
"MCDS_S_0000000136.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.2211 0.9753"	"dimensionless"	"Unit Vector"	"direct"	"3.65 245.67 0.0"	"micron"	"direct"	"29.5625"	"micron^2"	"direct"	"6.1355"	"micron"	"direct"	"8.1525"	"micron"	"direct"	"4.70775"	"micron"	"direct"	"21.0105"	"micron"	"direct"	"3.06775"	"micron"	"direct"	"0.5774609"	"dimensionless"	"direct"	"0.84154675"	"dimensionless"	"direct"	"0.81641834"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000136.xml"
"MCDS_S_0000000136.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.7664 0.6423"	"dimensionless"	"Unit Vector"	"direct"	"2.0 253.6 0.0"	"micron"	"direct"	"16.3125"	"micron^2"	"direct"	"4.558"	"micron"	"direct"	"4.89425"	"micron"	"direct"	"4.60825"	"micron"	"direct"	"16.0105"	"micron"	"direct"	"2.279"	"micron"	"direct"	"0.94156408"	"dimensionless"	"direct"	"0.79968804"	"dimensionless"	"direct"	"0.33683391"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000136.xml"
"MCDS_S_0000000136.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.174 0.9848"	"dimensionless"	"Unit Vector"	"direct"	"3.62 258.32 0.0"	"micron"	"direct"	"27.6875"	"micron^2"	"direct"	"5.938"	"micron"	"direct"	"7.713"	"micron"	"direct"	"4.66275"	"micron"	"direct"	"20.15675"	"micron"	"direct"	"2.969"	"micron"	"direct"	"0.60453131"	"dimensionless"	"direct"	"0.85635254"	"dimensionless"	"direct"	"0.79658138"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000136.xml"
"MCDS_S_0000000136.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.925 0.38"	"dimensionless"	"Unit Vector"	"direct"	"2.23 263.61 0.0"	"micron"	"direct"	"24.0"	"micron^2"	"direct"	"5.5285"	"micron"	"direct"	"6.7105"	"micron"	"direct"	"4.74775"	"micron"	"direct"	"19.105"	"micron"	"direct"	"2.76425"	"micron"	"direct"	"0.70751062"	"dimensionless"	"direct"	"0.82627958"	"dimensionless"	"direct"	"0.70670271"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000136.xml"
"MCDS_S_0000000136.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.4699 0.8827"	"dimensionless"	"Unit Vector"	"direct"	"2.49 270.53 0.0"	"micron"	"direct"	"18.9375"	"micron^2"	"direct"	"4.911"	"micron"	"direct"	"5.233"	"micron"	"direct"	"4.679"	"micron"	"direct"	"15.889"	"micron"	"direct"	"2.4555"	"micron"	"direct"	"0.89413338"	"dimensionless"	"direct"	"0.94262592"	"dimensionless"	"direct"	"0.44780073"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000136.xml"
"MCDS_S_0000000136.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.7369 0.676"	"dimensionless"	"Unit Vector"	"direct"	"2.98 275.51 0.0"	"micron"	"direct"	"29.375"	"micron^2"	"direct"	"6.116"	"micron"	"direct"	"6.8195"	"micron"	"direct"	"5.78225"	"micron"	"direct"	"21.071"	"micron"	"direct"	"3.058"	"micron"	"direct"	"0.84789941"	"dimensionless"	"direct"	"0.83141421"	"dimensionless"	"direct"	"0.53015714"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000136.xml"
"MCDS_S_0000000136.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.8613 -0.5082"	"dimensionless"	"Unit Vector"	"direct"	"2.91 287.1 0.0"	"micron"	"direct"	"33.6875"	"micron^2"	"direct"	"6.55"	"micron"	"direct"	"8.50275"	"micron"	"direct"	"5.236"	"micron"	"direct"	"23.81375"	"micron"	"direct"	"3.275"	"micron"	"direct"	"0.61580077"	"dimensionless"	"direct"	"0.74648841"	"dimensionless"	"direct"	"0.7879019"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000136.xml"
"MCDS_S_0000000136.0.10"	"Geometrical Property Characterization"	"individual"	"nucleus"	"10"	"0.357 -0.9341"	"dimensionless"	"Unit Vector"	"direct"	"4.06 97.08 0.0"	"micron"	"direct"	"34.8125"	"micron^2"	"direct"	"6.6585"	"micron"	"direct"	"9.219"	"micron"	"direct"	"5.136"	"micron"	"direct"	"24.6925"	"micron"	"direct"	"3.32925"	"micron"	"direct"	"0.55711032"	"dimensionless"	"direct"	"0.71748851"	"dimensionless"	"direct"	"0.8304385"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000136.xml"
"MCDS_S_0000000136.0.11"	"Geometrical Property Characterization"	"individual"	"nucleus"	"11"	"0.9298 -0.3679"	"dimensionless"	"Unit Vector"	"direct"	"2.7 102.22 0.0"	"micron"	"direct"	"24.25"	"micron^2"	"direct"	"5.557"	"micron"	"direct"	"6.45875"	"micron"	"direct"	"4.82825"	"micron"	"direct"	"18.30325"	"micron"	"direct"	"2.7785"	"micron"	"direct"	"0.74755177"	"dimensionless"	"direct"	"0.90963086"	"dimensionless"	"direct"	"0.66420355"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000136.xml"
"MCDS_S_0000000136.0.12"	"Geometrical Property Characterization"	"individual"	"nucleus"	"12"	"0.9796 0.2009"	"dimensionless"	"Unit Vector"	"direct"	"2.07 189.08 0.0"	"micron"	"direct"	"23.125"	"micron^2"	"direct"	"5.4265"	"micron"	"direct"	"8.141"	"micron"	"direct"	"3.73575"	"micron"	"direct"	"20.48525"	"micron"	"direct"	"2.71325"	"micron"	"direct"	"0.45888097"	"dimensionless"	"direct"	"0.69248292"	"dimensionless"	"direct"	"0.88849775"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000136.xml"
"MCDS_S_0000000136.0.13"	"Geometrical Property Characterization"	"individual"	"nucleus"	"13"	"0.9313 -0.3641"	"dimensionless"	"Unit Vector"	"direct"	"4.07 90.7 0.0"	"micron"	"direct"	"40.375"	"micron^2"	"direct"	"7.1705"	"micron"	"direct"	"8.534"	"micron"	"direct"	"6.1905"	"micron"	"direct"	"24.96025"	"micron"	"direct"	"3.58525"	"micron"	"direct"	"0.72539255"	"dimensionless"	"direct"	"0.8143752"	"dimensionless"	"direct"	"0.68833542"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000136.xml"
"MCDS_S_0000000136.0.14"	"Geometrical Property Characterization"	"individual"	"nucleus"	"14"	"0.8068 0.5908"	"dimensionless"	"Unit Vector"	"direct"	"4.99 82.12 0.0"	"micron"	"direct"	"41.9375"	"micron^2"	"direct"	"7.308"	"micron"	"direct"	"8.13425"	"micron"	"direct"	"6.81875"	"micron"	"direct"	"25.80475"	"micron"	"direct"	"3.654"	"micron"	"direct"	"0.83827642"	"dimensionless"	"direct"	"0.79143106"	"dimensionless"	"direct"	"0.54524548"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000136.xml"
"MCDS_S_0000000136.0.15"	"Geometrical Property Characterization"	"individual"	"nucleus"	"15"	"0.028 -0.9996"	"dimensionless"	"Unit Vector"	"direct"	"4.74 156.13 0.0"	"micron"	"direct"	"15.5625"	"micron^2"	"direct"	"4.452"	"micron"	"direct"	"5.78425"	"micron"	"direct"	"3.49975"	"micron"	"direct"	"15.0445"	"micron"	"direct"	"2.226"	"micron"	"direct"	"0.60504819"	"dimensionless"	"direct"	"0.86403973"	"dimensionless"	"direct"	"0.79618885"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000136.xml"
"MCDS_S_0000000136.0.16"	"Geometrical Property Characterization"	"individual"	"nucleus"	"16"	"0.5531 -0.8331"	"dimensionless"	"Unit Vector"	"direct"	"5.69 176.73 0.0"	"micron"	"direct"	"27.5"	"micron^2"	"direct"	"5.918"	"micron"	"direct"	"6.61075"	"micron"	"direct"	"5.3165"	"micron"	"direct"	"19.253"	"micron"	"direct"	"2.959"	"micron"	"direct"	"0.8042204"	"dimensionless"	"direct"	"0.93227864"	"dimensionless"	"direct"	"0.59433118"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000136.xml"
