"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000236.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.7914 0.6113"	"dimensionless"	"Unit Vector"	"direct"	"1.97 25.37 0.0"	"micron"	"direct"	"14.5"	"micron^2"	"direct"	"4.297"	"micron"	"direct"	"8.22425"	"micron"	"direct"	"2.87875"	"micron"	"direct"	"20.762"	"micron"	"direct"	"2.1485"	"micron"	"direct"	"0.35003192"	"dimensionless"	"direct"	"0.42270705"	"dimensionless"	"direct"	"0.93673777"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000236.xml"
"MCDS_S_0000000236.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.658 0.753"	"dimensionless"	"Unit Vector"	"direct"	"1.98 43.28 0.0"	"micron"	"direct"	"15.9375"	"micron^2"	"direct"	"4.505"	"micron"	"direct"	"6.751"	"micron"	"direct"	"3.474"	"micron"	"direct"	"17.6835"	"micron"	"direct"	"2.2525"	"micron"	"direct"	"0.51459043"	"dimensionless"	"direct"	"0.64046236"	"dimensionless"	"direct"	"0.85743611"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000236.xml"
"MCDS_S_0000000236.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.9637 0.2669"	"dimensionless"	"Unit Vector"	"direct"	"2.72 184.5 0.0"	"micron"	"direct"	"40.0625"	"micron^2"	"direct"	"7.1425"	"micron"	"direct"	"9.52625"	"micron"	"direct"	"5.6595"	"micron"	"direct"	"30.71025"	"micron"	"direct"	"3.57125"	"micron"	"direct"	"0.59409526"	"dimensionless"	"direct"	"0.53380324"	"dimensionless"	"direct"	"0.80439469"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000236.xml"
"MCDS_S_0000000236.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.592 0.806"	"dimensionless"	"Unit Vector"	"direct"	"4.71 215.56 0.0"	"micron"	"direct"	"46.6875"	"micron^2"	"direct"	"7.7105"	"micron"	"direct"	"11.08325"	"micron"	"direct"	"5.608"	"micron"	"direct"	"28.48675"	"micron"	"direct"	"3.85525"	"micron"	"direct"	"0.50598877"	"dimensionless"	"direct"	"0.72297732"	"dimensionless"	"direct"	"0.86254007"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000236.xml"
"MCDS_S_0000000236.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.9513 0.3081"	"dimensionless"	"Unit Vector"	"direct"	"2.54 226.27 0.0"	"micron"	"direct"	"36.5625"	"micron^2"	"direct"	"6.8235"	"micron"	"direct"	"8.68"	"micron"	"direct"	"5.75775"	"micron"	"direct"	"25.06375"	"micron"	"direct"	"3.41175"	"micron"	"direct"	"0.66333525"	"dimensionless"	"direct"	"0.7313978"	"dimensionless"	"direct"	"0.74832235"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000236.xml"
"MCDS_S_0000000236.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.7572 -0.6532"	"dimensionless"	"Unit Vector"	"direct"	"4.01 98.65 0.0"	"micron"	"direct"	"53.4375"	"micron^2"	"direct"	"8.2495"	"micron"	"direct"	"10.01075"	"micron"	"direct"	"7.34175"	"micron"	"direct"	"37.38475"	"micron"	"direct"	"4.12475"	"micron"	"direct"	"0.73338661"	"dimensionless"	"direct"	"0.48047084"	"dimensionless"	"direct"	"0.6798118"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000236.xml"
"MCDS_S_0000000236.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.4828 -0.8757"	"dimensionless"	"Unit Vector"	"direct"	"3.06 86.99 0.0"	"micron"	"direct"	"13.125"	"micron^2"	"direct"	"4.0885"	"micron"	"direct"	"4.95375"	"micron"	"direct"	"3.47775"	"micron"	"direct"	"14.071"	"micron"	"direct"	"2.04425"	"micron"	"direct"	"0.70204391"	"dimensionless"	"direct"	"0.83302733"	"dimensionless"	"direct"	"0.71213366"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000236.xml"
"MCDS_S_0000000236.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.9585 -0.2851"	"dimensionless"	"Unit Vector"	"direct"	"6.41 162.38 0.0"	"micron"	"direct"	"48.5"	"micron^2"	"direct"	"7.859"	"micron"	"direct"	"9.463"	"micron"	"direct"	"6.54725"	"micron"	"direct"	"26.228"	"micron"	"direct"	"3.9295"	"micron"	"direct"	"0.6918789"	"dimensionless"	"direct"	"0.88597456"	"dimensionless"	"direct"	"0.72201357"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000236.xml"
"MCDS_S_0000000236.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.7931 -0.6091"	"dimensionless"	"Unit Vector"	"direct"	"6.8 237.24 0.0"	"micron"	"direct"	"20.0625"	"micron^2"	"direct"	"5.0545"	"micron"	"direct"	"6.02275"	"micron"	"direct"	"4.90075"	"micron"	"direct"	"19.99425"	"micron"	"direct"	"2.52725"	"micron"	"direct"	"0.81370636"	"dimensionless"	"direct"	"0.63064459"	"dimensionless"	"direct"	"0.58127614"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000236.xml"
"MCDS_S_0000000236.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.385 0.9229"	"dimensionless"	"Unit Vector"	"direct"	"7.92 151.46 0.0"	"micron"	"direct"	"51.875"	"micron^2"	"direct"	"8.128"	"micron"	"direct"	"8.575"	"micron"	"direct"	"7.75775"	"micron"	"direct"	"26.935"	"micron"	"direct"	"4.064"	"micron"	"direct"	"0.90469388"	"dimensionless"	"direct"	"0.89853296"	"dimensionless"	"direct"	"0.42606219"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000236.xml"
