"Sample Name"	"Protocol REF"	"Characteristic[Population Type]"	"Characteristic[Cell Part]"	"Cell ID"	"Parameter Value[Orientation]"	"Units"	"Characteristic[Orientation Formalism]"	"Characteristic[Orientation Measurement Type]"	"Parameter Value[Position]"	"Units"	"Characteristic[Position Measurement Type]"	"Parameter Value[Total Area]"	"Units"	"Characteristic[Total Area Measurement Type]"	"Parameter Value[Diameter]"	"Units"	"Characteristic[Diameter Measurement Type]"	"Parameter Value[Major Axis]"	"Units"	"Characteristic[Major Axis Measurement Type]"	"Parameter Value [Minor Axis]"	"Units"	"Characteristic[Minor Axis Measurement Type]"	"Parameter Value[Perimeter]"	"Units"	"Characteristic[Perimeter Measurement Type]"	"Parameter Value[Radius]"	"Units"	"Characteristic[Radius Measurement Type]"	"Parameter Value[Aspect Ratio]"	"Units"	"Characteristic[Aspect Ratio Measurement Type]"	"Parameter Value[Circularity]"	"Units"	"Characteristic[Circularity Measurement Type]"	"Parameter Value[Eccentricity]"	"Units"	"Characteristic[Eccentricity Measurement Type]"	"Assay Name"	"MCDS-DSS File"
"MCDS_S_0000000291.0.0"	"Geometrical Property Characterization"	"individual"	"nucleus"	"0"	"0.9961 -0.088"	"dimensionless"	"Unit Vector"	"direct"	"2.2 50.66 0.0"	"micron"	"direct"	"34.625"	"micron^2"	"direct"	"6.6405"	"micron"	"direct"	"11.60225"	"micron"	"direct"	"3.854"	"micron"	"direct"	"26.2605"	"micron"	"direct"	"3.32025"	"micron"	"direct"	"0.33217695"	"dimensionless"	"direct"	"0.63094814"	"dimensionless"	"direct"	"0.94321709"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
"MCDS_S_0000000291.0.1"	"Geometrical Property Characterization"	"individual"	"nucleus"	"1"	"0.7609 -0.6489"	"dimensionless"	"Unit Vector"	"direct"	"2.54 119.8 0.0"	"micron"	"direct"	"17.375"	"micron^2"	"direct"	"4.704"	"micron"	"direct"	"4.9635"	"micron"	"direct"	"4.4785"	"micron"	"direct"	"15.0105"	"micron"	"direct"	"2.352"	"micron"	"direct"	"0.90228669"	"dimensionless"	"direct"	"0.96904592"	"dimensionless"	"direct"	"0.43113655"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
"MCDS_S_0000000291.0.2"	"Geometrical Property Characterization"	"individual"	"nucleus"	"2"	"0.9993 0.037"	"dimensionless"	"Unit Vector"	"direct"	"3.06 167.93 0.0"	"micron"	"direct"	"49.0"	"micron^2"	"direct"	"7.8995"	"micron"	"direct"	"10.69625"	"micron"	"direct"	"6.23425"	"micron"	"direct"	"28.87425"	"micron"	"direct"	"3.94975"	"micron"	"direct"	"0.58284445"	"dimensionless"	"direct"	"0.73855785"	"dimensionless"	"direct"	"0.81258374"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
"MCDS_S_0000000291.0.3"	"Geometrical Property Characterization"	"individual"	"nucleus"	"3"	"0.9988 0.049"	"dimensionless"	"Unit Vector"	"direct"	"2.39 131.52 0.0"	"micron"	"direct"	"14.375"	"micron^2"	"direct"	"4.2785"	"micron"	"direct"	"4.7875"	"micron"	"direct"	"3.8475"	"micron"	"direct"	"13.65675"	"micron"	"direct"	"2.13925"	"micron"	"direct"	"0.80365535"	"dimensionless"	"direct"	"0.96855213"	"dimensionless"	"direct"	"0.59509501"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
"MCDS_S_0000000291.0.4"	"Geometrical Property Characterization"	"individual"	"nucleus"	"4"	"0.787 0.617"	"dimensionless"	"Unit Vector"	"direct"	"3.63 378.38 0.0"	"micron"	"direct"	"22.1875"	"micron^2"	"direct"	"5.3155"	"micron"	"direct"	"7.68575"	"micron"	"direct"	"4.04575"	"micron"	"direct"	"20.296"	"micron"	"direct"	"2.65775"	"micron"	"direct"	"0.52639625"	"dimensionless"	"direct"	"0.67685763"	"dimensionless"	"direct"	"0.85023937"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
"MCDS_S_0000000291.0.5"	"Geometrical Property Characterization"	"individual"	"nucleus"	"5"	"0.074 -0.9973"	"dimensionless"	"Unit Vector"	"direct"	"4.38 198.08 0.0"	"micron"	"direct"	"29.8125"	"micron^2"	"direct"	"6.1615"	"micron"	"direct"	"7.01475"	"micron"	"direct"	"5.44425"	"micron"	"direct"	"20.13175"	"micron"	"direct"	"3.08075"	"micron"	"direct"	"0.77611462"	"dimensionless"	"direct"	"0.92436864"	"dimensionless"	"direct"	"0.63059187"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
"MCDS_S_0000000291.0.6"	"Geometrical Property Characterization"	"individual"	"nucleus"	"6"	"0.108 -0.9941"	"dimensionless"	"Unit Vector"	"direct"	"6.02 2.15 0.0"	"micron"	"direct"	"26.375"	"micron^2"	"direct"	"5.7955"	"micron"	"direct"	"8.262"	"micron"	"direct"	"4.257"	"micron"	"direct"	"20.821"	"micron"	"direct"	"2.89775"	"micron"	"direct"	"0.51525054"	"dimensionless"	"direct"	"0.76453815"	"dimensionless"	"direct"	"0.8570396"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
"MCDS_S_0000000291.0.7"	"Geometrical Property Characterization"	"individual"	"nucleus"	"7"	"0.6489 -0.7609"	"dimensionless"	"Unit Vector"	"direct"	"4.95 91.21 0.0"	"micron"	"direct"	"29.25"	"micron^2"	"direct"	"6.103"	"micron"	"direct"	"10.23"	"micron"	"direct"	"4.014"	"micron"	"direct"	"25.14225"	"micron"	"direct"	"3.0515"	"micron"	"direct"	"0.39237537"	"dimensionless"	"direct"	"0.58147019"	"dimensionless"	"direct"	"0.91980518"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
"MCDS_S_0000000291.0.8"	"Geometrical Property Characterization"	"individual"	"nucleus"	"8"	"0.7931 -0.6091"	"dimensionless"	"Unit Vector"	"direct"	"5.46 7.7 0.0"	"micron"	"direct"	"25.25"	"micron^2"	"direct"	"5.6705"	"micron"	"direct"	"9.22875"	"micron"	"direct"	"3.65125"	"micron"	"direct"	"23.27075"	"micron"	"direct"	"2.83525"	"micron"	"direct"	"0.39563863"	"dimensionless"	"direct"	"0.58593641"	"dimensionless"	"direct"	"0.91840627"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
"MCDS_S_0000000291.0.9"	"Geometrical Property Characterization"	"individual"	"nucleus"	"9"	"0.6548 0.7558"	"dimensionless"	"Unit Vector"	"direct"	"4.05 144.46 0.0"	"micron"	"direct"	"17.1875"	"micron^2"	"direct"	"4.6785"	"micron"	"direct"	"4.80125"	"micron"	"direct"	"4.56775"	"micron"	"direct"	"14.9245"	"micron"	"direct"	"2.33925"	"micron"	"direct"	"0.95136683"	"dimensionless"	"direct"	"0.96966785"	"dimensionless"	"direct"	"0.30806031"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
"MCDS_S_0000000291.0.10"	"Geometrical Property Characterization"	"individual"	"nucleus"	"10"	"0.9061 0.423"	"dimensionless"	"Unit Vector"	"direct"	"5.04 37.33 0.0"	"micron"	"direct"	"31.9375"	"micron^2"	"direct"	"6.3775"	"micron"	"direct"	"6.463"	"micron"	"direct"	"6.2965"	"micron"	"direct"	"20.546"	"micron"	"direct"	"3.18875"	"micron"	"direct"	"0.97423797"	"dimensionless"	"direct"	"0.95072785"	"dimensionless"	"direct"	"0.22552246"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
"MCDS_S_0000000291.0.11"	"Geometrical Property Characterization"	"individual"	"nucleus"	"11"	"0.8597 0.5108"	"dimensionless"	"Unit Vector"	"direct"	"4.53 178.98 0.0"	"micron"	"direct"	"22.3125"	"micron^2"	"direct"	"5.3305"	"micron"	"direct"	"6.78925"	"micron"	"direct"	"4.243"	"micron"	"direct"	"18.33875"	"micron"	"direct"	"2.66525"	"micron"	"direct"	"0.62495857"	"dimensionless"	"direct"	"0.83371696"	"dimensionless"	"direct"	"0.78065792"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
"MCDS_S_0000000291.0.12"	"Geometrical Property Characterization"	"individual"	"nucleus"	"12"	"0.677 0.736"	"dimensionless"	"Unit Vector"	"direct"	"6.67 155.1 0.0"	"micron"	"direct"	"25.4375"	"micron^2"	"direct"	"5.6915"	"micron"	"direct"	"7.20375"	"micron"	"direct"	"5.254"	"micron"	"direct"	"24.59775"	"micron"	"direct"	"2.84575"	"micron"	"direct"	"0.72934236"	"dimensionless"	"direct"	"0.52831571"	"dimensionless"	"direct"	"0.68414891"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
"MCDS_S_0000000291.0.13"	"Geometrical Property Characterization"	"individual"	"nucleus"	"13"	"0.4988 0.8667"	"dimensionless"	"Unit Vector"	"direct"	"6.0 125.86 0.0"	"micron"	"direct"	"21.8125"	"micron^2"	"direct"	"5.2705"	"micron"	"direct"	"5.6545"	"micron"	"direct"	"4.952"	"micron"	"direct"	"17.13175"	"micron"	"direct"	"2.63525"	"micron"	"direct"	"0.87576267"	"dimensionless"	"direct"	"0.93392468"	"dimensionless"	"direct"	"0.48274191"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
"MCDS_S_0000000291.0.14"	"Geometrical Property Characterization"	"individual"	"nucleus"	"14"	"0.9995 -0.033"	"dimensionless"	"Unit Vector"	"direct"	"7.9 187.65 0.0"	"micron"	"direct"	"35.6875"	"micron^2"	"direct"	"6.7415"	"micron"	"direct"	"8.41225"	"micron"	"direct"	"5.41225"	"micron"	"direct"	"22.6925"	"micron"	"direct"	"3.37075"	"micron"	"direct"	"0.64337722"	"dimensionless"	"direct"	"0.87088598"	"dimensionless"	"direct"	"0.76554932"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
"MCDS_S_0000000291.0.15"	"Geometrical Property Characterization"	"individual"	"nucleus"	"15"	"0.9896 -0.1439"	"dimensionless"	"Unit Vector"	"direct"	"7.25 212.43 0.0"	"micron"	"direct"	"19.875"	"micron^2"	"direct"	"5.031"	"micron"	"direct"	"6.41225"	"micron"	"direct"	"3.96175"	"micron"	"direct"	"16.7175"	"micron"	"direct"	"2.5155"	"micron"	"direct"	"0.61784085"	"dimensionless"	"direct"	"0.89366415"	"dimensionless"	"direct"	"0.78630317"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
"MCDS_S_0000000291.0.16"	"Geometrical Property Characterization"	"individual"	"nucleus"	"16"	"0.9914 -0.131"	"dimensionless"	"Unit Vector"	"direct"	"7.54 54.69 0.0"	"micron"	"direct"	"26.0"	"micron^2"	"direct"	"5.754"	"micron"	"direct"	"8.39675"	"micron"	"direct"	"4.095"	"micron"	"direct"	"24.3225"	"micron"	"direct"	"2.877"	"micron"	"direct"	"0.48768869"	"dimensionless"	"direct"	"0.5522895"	"dimensionless"	"direct"	"0.87301761"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
"MCDS_S_0000000291.0.17"	"Geometrical Property Characterization"	"individual"	"nucleus"	"17"	"0.7641 -0.6451"	"dimensionless"	"Unit Vector"	"direct"	"9.82 63.27 0.0"	"micron"	"direct"	"25.75"	"micron^2"	"direct"	"5.7265"	"micron"	"direct"	"6.98425"	"micron"	"direct"	"5.13975"	"micron"	"direct"	"21.52075"	"micron"	"direct"	"2.86325"	"micron"	"direct"	"0.73590579"	"dimensionless"	"direct"	"0.69867032"	"dimensionless"	"direct"	"0.67708395"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
"MCDS_S_0000000291.0.18"	"Geometrical Property Characterization"	"individual"	"nucleus"	"18"	"0.8022 0.5971"	"dimensionless"	"Unit Vector"	"direct"	"11.08 137.0 0.0"	"micron"	"direct"	"29.3125"	"micron^2"	"direct"	"6.1095"	"micron"	"direct"	"8.16275"	"micron"	"direct"	"4.57625"	"micron"	"direct"	"20.96025"	"micron"	"direct"	"3.05475"	"micron"	"direct"	"0.56062601"	"dimensionless"	"direct"	"0.83843579"	"dimensionless"	"direct"	"0.82806912"	"dimensionless"	"direct"	"Nuclear Morphometric Parameters"	"MCDS_S_0000000291.xml"
